company,rank,revenue,sector,city,state
Hexion,747,3003,Chemicals,Columbus,OH
Meredith,750,2960.7,Media,Des Moines,IA
PRA Health Sciences,713,3183.4,Technology,Raleigh,NC
Varian Medical Systems,715,3168.2,Health Care,Palo Alto,CA
CIT Group,719,3150.4,Financials,New York,NY
Triple-S Management,648,3702.4,Health Care,San Juan,PR
Genesis Healthcare,626,3906.2,Health Care,Kennett Square,PA
Mahwah Bergen Retail Group,616,4044.7,Retailing,Mahwah,NJ
Windstream Holdings II,548,4688.9,Telecommunications,Little Rock,AR
PPD,550,4681.5,Health Care,Wilmington,NC
Michaels,506,5271.1,Retailing,Irving,TX
Alexion Pharmaceuticals,459,6069.9,Health Care,Boston,MA
Navistar International,389,7503,Industrials,Lisle,IL
Magellan Health,390,7501.5,Health Care,Phoenix,AZ
Core-Mark Holding,224,13617.1,Wholesalers,Westlake,TX
