company,rank,revenue,sector,city,state
Northern Trust Corporation,558,4169.40,Commercial Banks,Chicago,IL
"VWR Funding, Inc.",559,4161.10,Wholesalers: Diversified,Radnor,PA
"Lorillard, Inc.",528,4452.00,Tobacco,Greensboro,NC
"Zimmer Holdings, Inc.",529,4451.80,Medical Products and Equipment,Warsaw,IN
"Juniper Networks, Inc.",530,4448.70,Network and Other Communications Equipment,Sunnyvale,CA
RadioShack Corporation,531,4440.90,Specialty Retailers: Other,Fort Worth,TX
Atmos Energy Corporation,532,4427.70,Utilities: Gas and Electric,Dallas,TX
"Forest Laboratories, Inc.",533,4419.70,Pharmaceuticals,New York,NY
SCANA Corporation,534,4409.00,Utilities: Gas and Electric,Cayce,SC
Joy Global Inc.,535,4403.90,Construction and Farm Machinery,Milwaukee,WI
M&T Bank Corporation,536,4375.00,Commercial Banks,Buffalo,NY
"Asbury Automotive Group, Inc.",537,4371.20,"Automotive Retailing, Services",Duluth,GA
"Transatlantic Holdings, Inc.",538,4364.40,Insurance: Property and Casualty (Stock),New York,NY
priceline.com Incorporated,539,4355.60,Internet Services and Retailing,Norwalk,CT
"Fiserv, Inc.",540,4337.00,Financial Data Services,Brookfield,WI
"Level 3 Communications, Inc.",541,4333.00,Telecommunications,Broomfield,CO
"Alaska Air Group, Inc.",542,4317.80,Airlines,Seattle,WA
"Simon Property Group, Inc.",543,4306.40,Real estate,Indianapolis,IN
"Quanta Services, Inc.",513,4623.80,"Engineering, Construction",Houston,TX
"Harris Teeter Supermarkets, Inc.",514,4606.40,Food and Drug Stores,Matthews,NC
"Watson Pharmaceuticals, Inc.",515,4584.40,Pharmaceuticals,Parsippany,NJ
"The Jones Financial Companies,L.L.L.P.",516,4577.50,Securities,Des Peres,MO
"The Andersons, Inc.",517,4576.30,Wholesalers: Food and Grocery,Maumee,OH
Berry Plastics Corporation,518,4561.00,"Packaging, Containers",Evansville,IN
NYSE Euronext,519,4552.00,Securities,New York,NY
"United Natural Foods, Inc.",520,4530.00,Wholesalers: Food and Grocery,Providence,RI
"J.B. Hunt Transport Services, Inc.",521,4526.80,"Trucking, Truck Leasing",Lowell,AR
"CA, Inc.",522,4512.00,Computer Software,Islandia,NY
Flowserve Corporation,523,4510.20,Industrial Machinery,Irving,TX
JetBlue Airways Corporation,524,4504.00,Airlines,Forest Hills,NY
Sonoco Products Company,525,4498.90,"Packaging, Containers",Hartsville,SC
Wisconsin Energy Corporation,526,4486.40,Utilities: Gas and Electric,Milwaukee,WI
Northeast Utilities,527,4465.70,Utilities: Gas and Electric,Hartford,CT
Levi Strauss & Co.,501,4761.60,Apparel,San Francisco,CA
"Buckeye Partners, L.P.",502,4759.60,Pipelines,Houston,TX
AbitibiBowater Inc.,503,4756.00,Forest and Paper Products,Catawba,SC
"Apollo Group, Inc.",504,4753.50,Education,Phoenix,AZ
"American Financial Group, Inc.",505,4750.00,Insurance: Property and Casualty (Stock),Cincinnati,OH
"Ralcorp Holdings, Inc.",506,4741.00,Food Consumer Products,St. Louis,MO
Ryerson Holding Corporation,507,4729.80,Metals,Chicago,IL
"Integrys Energy Group, Inc.",508,4708.70,Utilities: Gas and Electric,Chicago,IL
"Quad/Graphics, Inc.",509,4668.50,"Publishing, Printing",Sussex,WI
"Energizer Holdings, Inc.",510,4645.70,Household and Personal Products,St. Louis,MO
Old Republic International Corporation,511,4645.50,Insurance: Property and Casualty (Stock),Chicago,IL
Hanesbrands Inc.,512,4637.10,Apparel,Winston-Salem,NC
"Dominion Resources, Inc.",187,14379.00,Utilities: Gas and Electric,Richmond,VA
CBS Corporation,188,14245.00,Entertainment,New York,NY
Lear Corporation,189,14156.50,Motor Vehicles and Parts,Southfield,MI
Loews Corporation,190,14127.00,Insurance: Property and Casualty (Stock),New York,NY
DISH Network Corporation,191,14048.40,Telecommunications,Englewood,CO
Anadarko Petroleum Corporation,192,13967.00,"Mining, Crude-Oil Production",The Woodlands,TX
Navistar International Corporation,193,13958.00,Motor Vehicles and Parts,Lisle,IL
"Toys ""R"" Us, Inc.",194,13909.00,Specialty Retailers: Other,Wayne,NJ
Baxter International Inc.,195,13893.00,Medical Products and Equipment,Deerfield,IL
Omnicom Group Inc.,196,13872.50,"Advertising, marketing",New York,NY
"AutoNation, Inc.",197,13832.40,"Automotive Retailing, Services",Fort Lauderdale,FL
"Community Health Systems, Inc.",198,13817.00,Health Care: Medical Facilities,Franklin,TN
"Constellation Energy Group, Inc.",199,13758.20,Energy,Baltimore,MD
Texas Instruments Incorporated,200,13735.00,Semiconductors and Other Electronic Components,Dallas,TX
Marathon Oil Corporation,173,15282.00,"Mining, Crude-Oil Production",Houston,TX
"L-3 Communications Holdings, Inc.",174,15169.00,Aerospace and Defense,New York,NY
"Oneok, Inc.",175,15119.20,Pipelines,Tulsa,OK
"American Electric Power Company, Inc.",176,15116.00,Energy,Columbus,OH
Viacom Inc.,177,14963.00,Entertainment,New York,NY
Qualcomm Incorporated,178,14962.00,Network and Other Communications Equipment,San Diego,CA
PG&E Corporation,179,14956.00,Utilities: Gas and Electric,San Francisco,CA
"PPG Industries, Inc.",180,14885.00,Chemicals,Pittsburgh,PA
"General Mills, Inc.",181,14880.20,Food Consumer Products,Minneapolis,MN
Global Partners LP,182,14835.70,Wholesalers: Diversified,Waltham,MA
Dollar General Corporation,183,14807.20,General Merchandisers,Goodlettsville,TN
"National Oilwell Varco, Inc.",184,14658.00,"Oil and Gas Equipment, Services",Houston,TX
"The Gap, Inc.",185,14549.00,Specialty Retailers: Apparel,San Francisco,CA
Duke Energy Corporation,186,14529.00,Utilities: Gas and Electric,Charlotte,NC
FirstEnergy Corp.,160,16258.00,Utilities: Gas and Electric,Akron,OH
TRW Automotive Holdings Corp.,161,16244.00,Motor Vehicles and Parts,Livonia,MI
Computer Sciences Corporation,162,16144.00,Information Technology Services,Falls Church,VA
Eaton Corporation,163,16049.00,Industrial Machinery,Cleveland,OH
"Medtronic, Inc.",164,15933.00,Medical Products and Equipment,Minneapolis,MN
"The PNC Financial Services Group, Inc.",165,15820.00,Commercial Banks,Pittsburgh,PA
The Bank of New York Mellon Corporation,166,15804.00,Commercial Banks,New York,NY
Southwest Airlines Co.,167,15658.00,Airlines,Dallas,TX
Amgen Inc.,168,15582.00,Pharmaceuticals,Thousand Oaks,CA
The Progressive Corporation,169,15508.10,Insurance: Property and Casualty (Stock),Mayfield Village,OH
HollyFrontier Corporation,170,15439.50,Petroleum Refining,Dallas,TX
"CenturyLink, Inc.",171,15351.00,Telecommunications,Monroe,LA
"NextEra Energy, Inc.",172,15341.00,Utilities: Gas and Electric,Juno Beach,FL
Colgate-Palmolive Company,155,16734.00,Household and Personal Products,New York,NY
"Altria Group, Inc.",156,16619.00,Tobacco,Richmond,VA
"Jabil Circuit, Inc.",157,16518.80,Semiconductors and Other Electronic Components,St. Petersburg,FL
Danaher Corporation,158,16476.40,"Scientific,Photographic and Control Equipment",Washington,DC
PACCAR Inc,159,16355.20,Motor Vehicles and Parts,Bellevue,WA
Whirlpool Corporation,147,18666.00,"Electronics, Electrical Equip.",Benton Harbor,MI
Capital One Financial Corporation,148,18525.00,Commercial Banks,McLean,VA
Illinois Tool Works Inc.,149,18256.80,Industrial Machinery,Glenview,IL
Cummins Inc.,150,18048.00,Construction and Farm Machinery,Columbus,IN
The AES Corporation,151,17759.00,Utilities: Gas and Electric,Arlington,VA
The Southern Company,152,17657.00,Utilities: Gas and Electric,Atlanta,GA
"J.C. Penney Company, Inc.",153,17260.00,General Merchandisers,Plano,TX
Apache Corporation,154,16888.00,"Mining, Crude-Oil Production",Houston,TX
"Arrow Electronics, Inc",133,21390.30,Wholesalers: Electronics and Office Equipment,Englewood,CO
Bristol-Myers Squibb Company,134,21244.00,Pharmaceuticals,New York,NY
Freeport-McMoRan Copper & Gold Inc.,135,20880.00,"Mining, Crude-Oil Production",Phoenix,AZ
"Nike, Inc.",136,20862.00,Apparel,Beaverton,OR
Kimberly-Clark Corporation,137,20846.00,Household and Personal Products,Irving,TX
Nucor Corporation,138,20023.60,Metals,Charlotte,NC
EMC Corporation,139,20007.60,Computer Peripherals,Hopkinton,MA
United States Steel Corporation,140,19884.00,Metals,Pittsburgh,PA
Baker Hughes Incorporated,141,19831.00,"Oil and Gas Equipment, Services",Houston,TX
Time Warner Cable Inc.,142,19675.00,Telecommunications,New York,NY
Union Pacific Corporation,143,19557.00,Railroads,Omaha,NE
United Services Automobile Association,144,19036.10,Insurance: Property and Casualty (Stock),San Antonio,TX
Exelon Corporation,145,18924.00,Utilities: Gas and Electric,Chicago,IL
Kohl's Corporation,146,18804.00,General Merchandisers,Menomonee Falls,WI
Halliburton Company,118,24829.00,"Oil and Gas Equipment, Services",Houston,TX
Eli Lilly and Company,119,24286.50,Pharmaceuticals,Indianapolis,IN
Emerson Electric Co.,120,24234.00,"Electronics, Electrical Equip.",St. Louis,MO
Massachusetts Mutual Life Insurance Company,121,24226.40,"Insurance: Life, Health (Mutual)",Springfield,MA
Occidental Petroleum Corporation,122,24216.00,"Mining, Crude-Oil Production",Los Angeles,CA
AMR Corporation,123,23979.00,Airlines,Fort Worth,TX
Fluor Corporation,124,23381.40,"Engineering, Construction",Irving,TX
"The TJX Companies, Inc.",125,23191.50,Specialty Retailers: Apparel,Framingham,MA
The Goodyear Tire & Rubber Company,126,22767.00,Motor Vehicles and Parts,Akron,OH
Xerox Corporation,127,22626.00,"Computers, Office Equipment",Norwalk,CT
Aflac Incorporated,128,22171.00,"Insurance: Life, Health (stock)",Columbus,GA
Manpower Inc.,129,22006.00,Temporary Help,Milwaukee,WI
CIGNA Corporation,130,21998.00,Health Care: Insurance and Managed Care,Bloomfield,CT
The Hartford Financial Services Group Inc.,131,21918.00,Insurance: Property and Casualty (Stock),Hartford,CT
U.S. Bancorp,132,21399.00,Commercial Banks,Minneapolis,MN
Time Warner Inc.,103,28974.00,Entertainment,New York,NY
Northrop Grumman Corporation,104,28058.00,Aerospace and Defense,Falls Church,VA
DIRECTV,105,27226.00,Telecommunications,El Segundo,CA
"Publix Super Markets, Inc.",106,27178.80,Food and Drug Stores,Lakeland,FL
McDonald's Corporation,107,27006.00,Food Services,Oak Brook,IL
"Avnet, Inc.",108,26534.40,Wholesalers: Electronics and Office Equipment,Phoenix,AZ
Tech Data Corporation,109,26488.10,Wholesalers: Electronics and Office Equipment,Clearwater,FL
"Macy's, Inc.",110,26405.00,General Merchandisers,Cincinnati,OH
International Paper Company,111,26034.00,Forest and Paper Products,Memphis,TN
"The Travelers Companies, Inc.",112,25446.00,Insurance: Property and Casualty (Stock),New York,NY
Rite Aid Corporation,113,25214.90,Food and Drug Stores,Camp Hill,PA
"Staples, Inc.",114,25022.20,Specialty Retailers: Other,Framingham,MA
Alcoa Inc.,115,24951.00,Metals,New York,NY
"Northwestern Mutual Life Insurance Company,Inc.",116,24861.00,"Insurance: Life, Health (Mutual)",Milwaukee,WI
Raytheon Company,117,24857.00,Aerospace and Defense,Waltham,MA
Tesoro Corporation,101,29927.00,Petroleum Refining,San Antonio,TX
3M Company,102,29611.00,zMiscellaneous,St. Paul,MN
"Alliance One International, Inc.",897,2094.10,Tobacco,Morrisville,NC
Equity Residential,898,2085.60,Real estate,Chicago,IL
"Paychex, Inc.",899,2084.30,Diversified Outsourcing Services,Rochester,NY
PharMerica Corporation,900,2081.10,Health Care: Pharmacy and Other Services,Louisville,KY
SEACOR Holdings Inc.,884,2141.90,"Oil and Gas Equipment, Services",Fort Lauderdale,FL
"Valhi, Inc.",885,2141.00,Chemicals,Dallas,TX
"Nortek, Inc.",886,2140.50,Industrial Machinery,Providence,RI
Arthur J. Gallagher & Co.,887,2134.70,Diversified Financials,Itasca,IL
HealthSouth Corporation,888,2122.60,Health Care: Medical Facilities,Birmingham,AL
ITT Corporation,889,2119.00,Aerospace and Defense,White Plains,NY
Affinia Group Intermediate Holdings Inc.,890,2115.00,Motor Vehicles and Parts,Ann Arbor,MI
Briggs & Stratton Corporation,891,2110.00,Industrial Machinery,Wauwatosa,WI
"Carter's, Inc.",892,2109.70,Apparel,Atlanta,GA
"PC Connection, Inc.",893,2103.30,Specialty Retailers: Other,Merrimack,NH
"New York Community Bancorp, Inc.",894,2102.00,Savings Institutions,Westbury,NY
Kansas City Southern,895,2098.30,Railroads,Kansas City,MO
Solutia Inc.,896,2097.00,Chemicals,St. Louis,MO
"A. Schulman, Inc.",871,2193.00,Chemicals,Akron,OH
"Oceaneering International, Inc.",872,2192.70,"Oil and Gas Equipment, Services",Houston,TX
DeVry Inc.,873,2182.40,Education,Downers Grove,IL
"Westar Energy, Inc.",874,2171.00,Utilities: Gas and Electric,Topeka,KS
"Broadridge Financial Solutions, Inc.",875,2169.80,Financial Data Services,Lake Success,NY
"Allison Transmission Holdings, Inc.",876,2162.80,Motor Vehicles and Parts,Indianaoplis,IN
"Lender Processing Services, Inc.",877,2160.30,Financial Data Services,Jacksonville,FL
"Scripps Networks Interactive, Inc.",878,2159.50,Entertainment,Knoxville,TN
Ferro Corporation,879,2155.80,Chemicals,Mayfield Heights,OH
"Inergy, L.P.",880,2153.80,Energy,Kansas City,MO
Triple-S Management Corporation,881,2153.20,Health Care: Insurance and Managed Care,San Juan,PR
NewMarket Corporation,882,2149.60,Chemicals,Richmond,VA
"Brocade Communications Systems, Inc.",883,2147.40,Network and Other Communications Equipment,San Jose,CA
Amerco,857,2241.30,"Trucking, Truck Leasing",Reno,NV
Covance Inc.,858,2236.40,Health Care: Pharmacy and Other Services,Princeton,NJ
"Valassis Communications, Inc.",859,2236.00,"Publishing, Printing",Livonia,MI
MF Global Holdings Ltd.,860,2233.60,Securities,New York,NY
Plexus Corp.,861,2231.20,Semiconductors and Other Electronic Components,Neenah,WI
"Autodesk, Inc.",862,2215.60,Computer Software,San Rafael,CA
"Applied Industrial Technologies, Inc.",863,2212.80,Wholesalers: Diversified,Cleveland,OH
ANN Inc.,864,2212.50,Specialty Retailers: Apparel,New York,NY
"Liz Claiborne, Inc.",865,2211.00,Apparel,New York,NY
"Citrix Systems, Inc.",866,2206.40,Network and Other Communications Equipment,Fort Lauderdale,FL
Cerner Corporation,867,2203.20,Health Care: Pharmacy and Other Services,North Kansas City,MO
AOL Inc.,868,2202.10,Internet Services and Retailing,New York,NY
"Chico's FAS, Inc.",869,2196.40,Specialty Retailers: Apparel,Fort Myers,FL
Jack in the Box Inc.,870,2193.30,Food Services,San Diego,CA
Moody's Corporation,846,2280.70,Diversified Financials,New York,NY
"Cinemark Holdings, Inc.",847,2279.60,Entertainment,Plano,TX
Univision Communications Inc.,848,2273.50,Entertainment,New York,NY
"Chipotle Mexican Grill, Inc.",849,2269.50,Food Services,Denver,CO
"salesforce.com, inc.",850,2266.50,Computer Software,San Francisco,CA
Convergys Corporation,851,2262.00,Diversified Outsourcing Services,Cincinnati,OH
LSI Corporation,852,2254.50,Semiconductors and Other Electronic Components,Milpitas,CA
"Benchmark Electronics, Inc.",853,2253.00,Semiconductors and Other Electronic Components,Angleton,TX
KKR & Co. L.P.,854,2252.50,Securities,New York,NY
"Boise Cascade Holdings, L.L.C.",855,2248.10,Wholesalers: Diversified,Boise,ID
A.O. Smith Corporation,856,2242.30,"Electronics, Electrical Equip.",Milwaukee,WI
SunPower Corporation,835,2312.50,Energy,San Jose,CA
Dresser-Rand Group Inc.,836,2311.60,Industrial Machinery,Houston,TX
Beam Inc.,837,2311.10,Beverages,Deerfield,IL
Mettler-Toledo International Inc.,838,2309.30,"Scientific,Photographic and Control Equipment",Columbus,OH
Denbury Resources Inc.,839,2309.30,"Mining, Crude-Oil Production",Plano,TX
Apria Healthcare Group Inc.,840,2301.40,Health Care: Pharmacy and Other Services,Lake Forest,CA
Thomas & Betts Corporation,841,2297.50,"Electronics, Electrical Equip.",Memphis,TN
"Donaldson Company, Inc.",842,2294.00,Industrial Machinery,Bloomington,MN
Genesco Inc.,843,2292.00,Specialty Retailers: Apparel,Nashville,TN
"Complete Production Services, Inc.",844,2286.10,"Oil and Gas Equipment, Services",Houston,TX
"Hudson City Bancorp, Inc.",845,2281.60,Savings Institutions,Paramus,NJ
Aeropostale,824,2342.30,Specialty Retailers: Apparel,New York,NY
AGL Resources Inc.,825,2338.00,Utilities: Gas and Electric,Atlanta,GA
"Aptargroup, Inc.",826,2337.20,Industrial Machinery,Crystal Lake,IL
Boyd Gaming Corporation,827,2336.20,"Hotels, Casinos, Resorts",Las Vegas,NV
"Burger King Holdings, Inc.",828,2335.70,Food Services,Miami,FL
Moog Inc.,829,2330.70,Aerospace and Defense,East Aurora,NY
Regis Corporation,830,2325.90,Specialty Retailers: Other,Edina,MN
Vectren Corporation,831,2325.20,Utilities: Gas and Electric,Evansville,IN
The New York Times Company,832,2323.40,"Publishing, Printing",New York,NY
Great Plains Energy Incorporated,833,2318.00,Utilities: Gas and Electric,Kansas City,MO
Service Corporation International,834,2316.00,zMiscellaneous,Houston,TX
DST Systems,814,2388.70,Financial Data Services,Kansas City,MO
Alere Inc.,815,2386.50,Medical Products and Equipment,Waltham,MA
"The Men's Wearhouse, Inc.",816,2382.70,Specialty Retailers: Apparel,Houston,TX
Sentry Insurance Group,817,2381.40,Insurance: Property and Casualty (Mutual),Stevens Point,WI
"HCC Insurance Holdings, Inc.",818,2374.00,Insurance: Property and Casualty (Stock),Houston,TX
"Gardner Denver, Inc.",819,2370.90,Industrial Machinery,Wayne,PA
"Xilinx, Inc.",820,2369.40,Semiconductors and Other Electronic Components,San Jose,CA
Teradata Corporation,821,2362.00,Computer Software,Dayton,OH
Tops Holding Corporation,822,2355.50,Food and Drug Stores,Williamsville,NY
E*Trade Financial Corporation,823,2349.00,Securities,New York,NY
American Tower Corporation,801,2443.50,Telecommunications,Boston,MA
"Worthington Industries, Inc.",802,2442.60,Metals,Columbus,OH
Steelcase Inc.,803,2437.10,"Home Equipment, Furnishings",Grand Rapids,MI
"Cracker Barrel Old Country Store, Inc.",804,2434.40,Food Services,Lebanon,TN
"Itron, Inc.",805,2434.10,"Electronics, Electrical Equip.",Liberty Lake,WA
"Ferrellgas Partners, L.P.",806,2423.20,Energy,Overland Park,KS
"AMC Entertainment, Inc.",807,2423.00,Entertainment,Kansas City,MO
"Mueller Industries, Inc.",808,2417.80,Industrial Machinery,Memphis,TN
"Tower International, Inc.",809,2406.10,Motor Vehicles and Parts,Livonia,MI
Boise Inc.,810,2404.10,Forest and Paper Products,Boise,ID
Kennametal Inc.,811,2403.50,Industrial Machinery,Latrobe,PA
Patriot Coal Corporation,812,2402.50,"Mining, Crude-Oil Production",St. Louis,MO
Medical Mutual of Ohio,813,2400.60,"Insurance: Life, Health (Mutual)",Cleveland,OH
"MasTec, Inc.",689,3009.00,"Engineering, Construction",Coral Gables,FL
"Analog Devices, Inc.",690,2993.30,Semiconductors and Other Electronic Components,Norwood,MA
"AMETEK, Inc.",691,2989.90,"Scientific,Photographic and Control Equipment",Berwyn,PA
CMFG Life Insurance Company,692,2984.80,"Insurance: Life, Health (stock)",Madison,WI
Snap-on Incorporated,693,2978.50,Industrial Machinery,Kenosha,WI
The Wendy's Company,694,2977.80,Food Services,Dublin,OH
"Watsco, Inc.",695,2977.80,Wholesalers: Diversified,Miami,FL
Vornado Realty Trust,696,2961.40,Real estate,New York,NY
"The Bon-Ton Stores, Inc.",697,2953.50,General Merchandisers,York,PA
Southwestern Energy Company,698,2952.90,"Mining, Crude-Oil Production",Houston,TX
The Babcock & Wilcox Company,699,2952.00,Industrial Machinery,Charlotte,NC
Huntington Bancshares Incorporated,700,2950.80,Commercial Banks,Columbus,OH
Emergency Medical Services Corporation,676,3107.60,Health Care: Pharmacy and Other Services,Greenwood Village,CO
Universal American Corp.,677,3104.70,Health Care: Insurance and Managed Care,Rye Brook,NY
Lennar Corporation,678,3095.40,Homebuilders,Miami,FL
"Genesis Energy, L.P.",679,3089.70,Pipelines,Houston,TX
"Trinity Industries, Inc.",680,3075.10,Transportation Equipment,Dallas,TX
"Leap Wireless International, Inc.",681,3071.10,Telecommunications,San Diego,CA
"American Tire Distributors Holdings, Inc.",682,3050.20,Wholesalers: Diversified,Huntersville,NC
Chemtura Corporation,683,3025.00,Chemicals,Philadelphia,PA
USG Corporation,684,3024.00,"Building Materials, Glass",Chicago,IL
American National Insurance Company,685,3023.00,"Insurance: Life, Health (stock)",Galveston,TX
Sirius XM Radio Inc.,686,3014.50,Entertainment,New York,NY
Saks Incorporated,687,3013.60,General Merchandisers,New York,NY
New Jersey Resources Corporation,688,3009.20,Energy,Wall,NJ
Alliance Data Systems Corporation,667,3173.30,Financial Data Services,Plano,TX
Cytec Industries Inc.,668,3169.30,Chemicals,Woodland Park,NJ
"American Eagle Outfitters, Inc.",669,3159.80,Specialty Retailers: Apparel,Pittsburgh,PA
"QEP Resources, Inc.",670,3159.20,"Mining, Crude-Oil Production",Denver,CO
PHH Corporation,671,3152.00,"Automotive Retailing, Services",Mount Laurel,NJ
"Team Health Holdings, Inc.",672,3141.70,Health Care: Pharmacy and Other Services,Knoxville,TN
"Chiquita Brands International, Inc.",673,3139.30,Food Production,Cincinnati,OH
"Calumet Specialty Products Partners, L.P.",674,3134.90,Petroleum Refining,Indianapolis,IN
Iron Mountain Incorporated,675,3115.70,Diversified Outsourcing Services,Boston,MA
Georgia Gulf Corporation,661,3222.90,Chemicals,Atlanta,GA
"Adams Resources & Energy, Inc.",662,3214.40,Energy,Houston,TX
W.R. Grace & Co.,663,3211.90,Chemicals,Columbia,MD
"Netflix, Inc.",664,3204.60,Specialty Retailers: Other,Los Gatos,CA
"HSN, Inc.",665,3177.20,Specialty Retailers: Other,St. Petersburg,FL
KLA-Tencor Corporation,666,3175.20,Semiconductors and Other Electronic Components,Milpitas,CA
"Puget Energy, Inc.",646,3318.80,Utilities: Gas and Electric,Bellevue,WA
Lennox International Inc.,647,3303.60,Industrial Machinery,Richardson,TX
Cabot Corporation,648,3303.00,Chemicals,Boston,MA
Harsco Corporation,649,3302.70,Metals,Camp Hill,PA
The ServiceMaster Company,650,3281.60,Diversified Outsourcing Services,Memphis,TN
CME Group Inc.,651,3280.60,Securities,Chicago,IL
"Securian Financial Group, Inc.",652,3279.00,"Insurance: Life, Health (stock)",St. Paul,MN
Pinnacle West Capital Corporation,653,3278.40,Utilities: Gas and Electric,Phoenix,AZ
LKQ Corporation,654,3269.90,Wholesalers: Diversified,Chicago,IL
"Sally Beauty Holdings, Inc.",655,3269.10,Specialty Retailers: Other,Denton,TX
Towers Watson & Co.,656,3259.50,Diversified Outsourcing Services,New York,NY
The Blackstone Group L.P.,657,3252.60,Diversified Financials,New York,NY
Carlisle Companies Incorporated,658,3243.30,"Building Materials, Glass",Charlotte,NC
"Hawaiian Electric Industries, Inc.",659,3242.30,Utilities: Gas and Electric,Honolulu,HI
Lam Research Corporation,660,3237.70,Semiconductors and Other Electronic Components,Fremont,CA
"Pentair, Inc.",632,3456.70,Industrial Machinery,Golden Valley,MN
ON Semiconductor Corporation,633,3442.30,Semiconductors and Other Electronic Components,Phoenix,AZ
"The NASDAQ OMX Group, Inc.",634,3438.00,Securities,New York,NY
"Patterson Companies, Inc.",635,3415.70,Wholesalers: Health Care,St. Paul,MN
"Raymond James Financial, Inc.",636,3399.90,Securities,St. Petersburg,FL
RPM International Inc.,637,3381.80,Chemicals,Medina,OH
FMC Corporation,638,3377.90,Chemicals,Philadelphia,PA
Torchmark Corporation,639,3377.40,"Insurance: Life, Health (stock)",McKinney,TX
"TECO Energy, Inc.",640,3343.40,Utilities: Gas and Electric,Tampa,FL
Swift Transportation Company,641,3333.90,"Trucking, Truck Leasing",Phoenix,AZ
"Constellation Brands, Inc.",642,3332.00,Beverages,Victor,NY
"NACCO Industries, Inc.",643,3331.20,Construction and Farm Machinery,Cleveland,OH
"Fortune Brands Home & Security, Inc.",644,3328.60,"Home Equipment, Furnishings",Deerfield,IL
COUNTRY Financial,645,3321.50,Insurance: Property and Casualty (Mutual),Bloomington,IL
Jones Lang LaSalle Incorporated,617,3584.50,Real estate,Chicago,IL
CACI International Inc.,618,3577.80,Information Technology Services,Arlington,VA
Protective Life Corporation,619,3566.10,"Insurance: Life, Health (stock)",Birmingham,AL
"Ingles Markets, Incorporated",620,3559.90,Food and Drug Stores,Black Mountain,NC
"Green Plains Renewable Energy, Inc.",621,3553.70,Energy,Omaha,NE
"LifePoint Hospitals, Inc.",622,3544.60,Health Care: Medical Facilities,Brentwood,TN
Pioneer Natural Resources Company,623,3538.30,"Mining, Crude-Oil Production",Irving,TX
"Jefferies Group, Inc.",624,3529.60,Securities,New York,NY
Molson Coors Brewing Company,625,3515.70,Beverages,Denver,CO
Silgan Holdings Inc.,626,3509.20,"Packaging, Containers",Stamford,CT
LPL Investment Holdings Inc.,627,3479.40,Securities,Boston,MA
"Oil States International, Inc.",628,3479.20,"Oil and Gas Equipment, Services",Houston,TX
Harbinger Group Inc.,629,3477.80,Household and Personal Products,New York,NY
"Collective Brands, Inc.",630,3461.70,Specialty Retailers: Apparel,Topeka,KS
"Schnitzer Steel Industries, Inc.",631,3459.20,Metals,Portland,OR
Mead Johnson Nutrition Company,604,3677.00,Food Consumer Products,Glenview,IL
"Rockwood Holdings, Inc.",605,3669.30,Chemicals,Princeton,NJ
Alliant Energy Corporation,606,3666.40,Utilities: Gas and Electric,Madison,WI
Del Monte Corporation,607,3666.10,Food Consumer Products,San Francisco,CA
"The Manitowoc Company, Inc.",608,3658.40,Construction and Farm Machinery,Manitowoc,WI
"Skywest, Inc.",609,3654.90,Airlines,St. George,UT
Tiffany & Co.,610,3642.90,Specialty Retailers: Other,New York,NY
"D.R. Horton, Inc.",611,3636.80,Homebuilders,Fort Worth,TX
"Leggett & Platt, Incorporated",612,3636.00,"Home Equipment, Furnishings",Carthage,MO
Westlake Chemical Corporation,613,3619.80,Chemicals,Houston,TX
"GenOn Energy, Inc.",614,3614.00,Energy,Houston,TX
Electronic Arts Inc.,615,3589.00,Computer Software,Redwood City,CA
Molex Incorporated,616,3587.30,Network and Other Communications Equipment,Lisle,IL
Aleris Corporation,494,4826.40,Metals,Cleveland,OH
The J.M. Smucker Company,495,4825.70,Food Consumer Products,Orrville,OH
"Rockwell Collins, Inc.",496,4825.00,Aerospace and Defense,Cedar Rapids,IA
Erie Insurance Group,497,4824.00,Insurance: Property and Casualty (Stock),Erie,PA
Nash-Finch Company,498,4807.20,Wholesalers: Food and Grocery,Minneapolis,MN
KeyCorp,499,4780.00,Commercial Banks,Cleveland,OH
"Molina Healthcare, Inc.",500,4769.90,Health Care: Insurance and Managed Care,Long Beach,CA
"McCormick & Company, Incorporated",601,3697.60,Food Consumer Products,Sparks,MD
Stater Bros. Holdings Inc.,602,3693.30,Food and Drug Stores,San Bernadino,CA
Systemax Inc.,603,3682.00,Specialty Retailers: Other,Port Washington,NY
SunGard Data Systems Inc.,480,4991.00,Financial Data Services,Wayne,PA
Meritor Inc.,481,4990.00,Motor Vehicles and Parts,Troy,MI
Western & Southern Mutual Holding Company,482,4986.40,"Insurance: Life, Health (Mutual)",Cincinnati,OH
Yahoo! Inc.,483,4984.20,Internet Services and Retailing,Sunnyvale,CA
"Vanguard Health Systems, Inc.",484,4895.90,Health Care: Medical Facilities,Nashville,TN
The Charles Schwab Corporation,485,4884.00,Securities,San Francisco,CA
Susser Holdings Corporation,486,4873.80,Specialty Retailers: Other,Corpus Christi,TX
YRC Worldwide Inc.,487,4868.80,"Trucking, Truck Leasing",Overland Park,KS
El Paso Corporation,488,4860.00,Pipelines,Houston,TX
CIT Group Inc.,489,4855.30,Commercial Banks,New York,NY
"MetroPCS Communications, Inc.",490,4847.40,Telecommunications,Richardson,TX
Alliant Techsystems Inc.,491,4842.30,Aerospace and Defense,Arlington,VA
Celgene Corporation,492,4842.10,Pharmaceuticals,Summit,NJ
