0,1,2,3,4,5,6,7,8,9,10,11,12,13
"{'key': 'rank', 'value': '971'}","{'key': 'revenues', 'value': '1913.7'}","{'key': 'revChange', 'value': '10.8'}","{'key': 'profits', 'value': '832.5'}","{'key': 'prftChange', 'value': '54.5'}","{'key': 'assets', 'value': '19915.6'}","{'key': 'totSHEqty', 'value': '10551.2'}","{'key': 'mktVal', 'value': '22605.5'}","{'key': 'prftPctSls', 'value': '22605.5'}","{'key': 'prftPctAsts', 'value': '4.2'}","{'key': 'prftPctSHEqty', 'value': '7.9'}","{'key': 'industry', 'value': 'Real estate'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'HCP, Inc.'}"
"{'key': 'rank', 'value': '972'}","{'key': 'revenues', 'value': '1913.1'}","{'key': 'revChange', 'value': '14.1'}","{'key': 'profits', 'value': '268'}","{'key': 'prftChange', 'value': '14.2'}","{'key': 'assets', 'value': '3546.7'}","{'key': 'totSHEqty', 'value': '1541.8'}","{'key': 'mktVal', 'value': '9141'}","{'key': 'prftPctSls', 'value': '9141'}","{'key': 'prftPctAsts', 'value': '7.6'}","{'key': 'prftPctSHEqty', 'value': '17.4'}","{'key': 'industry', 'value': 'Waste Management'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Stericycle, Inc.'}"
"{'key': 'rank', 'value': '973'}","{'key': 'revenues', 'value': '1910.4'}","{'key': 'revChange', 'value': '16.9'}","{'key': 'profits', 'value': '109.2'}","{'key': 'prftChange', 'value': '4550'}","{'key': 'assets', 'value': '1291.2'}","{'key': 'totSHEqty', 'value': '568.8'}","{'key': 'mktVal', 'value': '537.3'}","{'key': 'prftPctSls', 'value': '537.3'}","{'key': 'prftPctAsts', 'value': '8.5'}","{'key': 'prftPctSHEqty', 'value': '19.2'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Stewart Information Services Corporation'}"
"{'key': 'rank', 'value': '974'}","{'key': 'revenues', 'value': '1907.8'}","{'key': 'revChange', 'value': '8.7'}","{'key': 'profits', 'value': '-23'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '544.7'}","{'key': 'totSHEqty', 'value': '-20.6'}","{'key': 'mktVal', 'value': '181.7'}","{'key': 'prftPctSls', 'value': '181.7'}","{'key': 'prftPctAsts', 'value': '-4.2'}","{'key': 'prftPctSHEqty', 'value': ''}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'BlueLinx Holdings Inc.'}"
"{'key': 'rank', 'value': '975'}","{'key': 'revenues', 'value': '1901.4'}","{'key': 'revChange', 'value': '32.3'}","{'key': 'profits', 'value': '297.3'}","{'key': 'prftChange', 'value': '36.6'}","{'key': 'assets', 'value': '19549.1'}","{'key': 'totSHEqty', 'value': '10294.8'}","{'key': 'mktVal', 'value': '17686.1'}","{'key': 'prftPctSls', 'value': '17686.1'}","{'key': 'prftPctAsts', 'value': '1.5'}","{'key': 'prftPctSHEqty', 'value': '2.9'}","{'key': 'industry', 'value': 'Real estate'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Health Care REIT, Inc.'}"
"{'key': 'rank', 'value': '956'}","{'key': 'revenues', 'value': '1958.7'}","{'key': 'revChange', 'value': '4'}","{'key': 'profits', 'value': '129.5'}","{'key': 'prftChange', 'value': '10.1'}","{'key': 'assets', 'value': '935.2'}","{'key': 'totSHEqty', 'value': '312.4'}","{'key': 'mktVal', 'value': '2663.9'}","{'key': 'prftPctSls', 'value': '2663.9'}","{'key': 'prftPctAsts', 'value': '13.9'}","{'key': 'prftPctSHEqty', 'value': '41.5'}","{'key': 'industry', 'value': 'Construction and Farm Machinery'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Toro Company'}"
"{'key': 'rank', 'value': '957'}","{'key': 'revenues', 'value': '1955.3'}","{'key': 'revChange', 'value': '4.1'}","{'key': 'profits', 'value': '29.6'}","{'key': 'prftChange', 'value': '-11.4'}","{'key': 'assets', 'value': '647.2'}","{'key': 'totSHEqty', 'value': '431.3'}","{'key': 'mktVal', 'value': '502'}","{'key': 'prftPctSls', 'value': '502'}","{'key': 'prftPctAsts', 'value': '4.6'}","{'key': 'prftPctSHEqty', 'value': '6.9'}","{'key': 'industry', 'value': 'Food and Drug Stores'}","{'key': 'hqState', 'value': 'TN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Fred's, Inc.""}"
"{'key': 'rank', 'value': '958'}","{'key': 'revenues', 'value': '1954.3'}","{'key': 'revChange', 'value': '6.3'}","{'key': 'profits', 'value': '37.6'}","{'key': 'prftChange', 'value': '-80.6'}","{'key': 'assets', 'value': '2785.4'}","{'key': 'totSHEqty', 'value': '1465'}","{'key': 'mktVal', 'value': '4408.4'}","{'key': 'prftPctSls', 'value': '4408.4'}","{'key': 'prftPctAsts', 'value': '1.4'}","{'key': 'prftPctSHEqty', 'value': '2.6'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqState', 'value': 'IL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'IDEX Corporation'}"
"{'key': 'rank', 'value': '959'}","{'key': 'revenues', 'value': '1954'}","{'key': 'revChange', 'value': '9'}","{'key': 'profits', 'value': '82'}","{'key': 'prftChange', 'value': '13.9'}","{'key': 'assets', 'value': '780.6'}","{'key': 'totSHEqty', 'value': '281.6'}","{'key': 'mktVal', 'value': '2228.4'}","{'key': 'prftPctSls', 'value': '2228.4'}","{'key': 'prftPctAsts', 'value': '10.5'}","{'key': 'prftPctSHEqty', 'value': '29.1'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqState', 'value': 'LA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Pool Corporation'}"
"{'key': 'rank', 'value': '960'}","{'key': 'revenues', 'value': '1945'}","{'key': 'revChange', 'value': '7.5'}","{'key': 'profits', 'value': '274.4'}","{'key': 'prftChange', 'value': '-7.4'}","{'key': 'assets', 'value': '1367.2'}","{'key': 'totSHEqty', 'value': '899.2'}","{'key': 'mktVal', 'value': '3347.1'}","{'key': 'prftPctSls', 'value': '3347.1'}","{'key': 'prftPctAsts', 'value': '20.1'}","{'key': 'prftPctSHEqty', 'value': '30.5'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'RPC, Inc.'}"
"{'key': 'rank', 'value': '961'}","{'key': 'revenues', 'value': '1939.8'}","{'key': 'revChange', 'value': '10.9'}","{'key': 'profits', 'value': '431.7'}","{'key': 'prftChange', 'value': '-21.2'}","{'key': 'assets', 'value': '8589.4'}","{'key': 'totSHEqty', 'value': '3466.2'}","{'key': 'mktVal', 'value': '10197.7'}","{'key': 'prftPctSls', 'value': '10197.7'}","{'key': 'prftPctAsts', 'value': '5'}","{'key': 'prftPctSHEqty', 'value': '12.5'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Concho Resources Inc.'}"
"{'key': 'rank', 'value': '962'}","{'key': 'revenues', 'value': '1939.3'}","{'key': 'revChange', 'value': '-13.5'}","{'key': 'profits', 'value': '158.7'}","{'key': 'prftChange', 'value': '-48.1'}","{'key': 'assets', 'value': '2265.2'}","{'key': 'totSHEqty', 'value': '1194.1'}","{'key': 'mktVal', 'value': '3400.5'}","{'key': 'prftPctSls', 'value': '3400.5'}","{'key': 'prftPctAsts', 'value': '7'}","{'key': 'prftPctSHEqty', 'value': '13.3'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'A.O. Smith Corporation'}"
"{'key': 'rank', 'value': '963'}","{'key': 'revenues', 'value': '1936.4'}","{'key': 'revChange', 'value': '-2.3'}","{'key': 'profits', 'value': '194.5'}","{'key': 'prftChange', 'value': '70.1'}","{'key': 'assets', 'value': '2584.6'}","{'key': 'totSHEqty', 'value': '811.9'}","{'key': 'mktVal', 'value': '2299.3'}","{'key': 'prftPctSls', 'value': '2299.3'}","{'key': 'prftPctAsts', 'value': '7.5'}","{'key': 'prftPctSHEqty', 'value': '24'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Belden Inc.'}"
"{'key': 'rank', 'value': '964'}","{'key': 'revenues', 'value': '1933.7'}","{'key': 'revChange', 'value': '7.7'}","{'key': 'profits', 'value': '116.3'}","{'key': 'prftChange', 'value': '10.2'}","{'key': 'assets', 'value': '1736.9'}","{'key': 'totSHEqty', 'value': '834'}","{'key': 'mktVal', 'value': '29670.4'}","{'key': 'prftPctSls', 'value': '29670.4'}","{'key': 'prftPctAsts', 'value': '6.7'}","{'key': 'prftPctSHEqty', 'value': '13.9'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Acuity Brands, Inc.'}"
"{'key': 'rank', 'value': '945'}","{'key': 'revenues', 'value': '2006.8'}","{'key': 'revChange', 'value': '-6.8'}","{'key': 'profits', 'value': '554.9'}","{'key': 'prftChange', 'value': '3052.8'}","{'key': 'assets', 'value': '2207.6'}","{'key': 'totSHEqty', 'value': '1046.2'}","{'key': 'mktVal', 'value': '2691.5'}","{'key': 'prftPctSls', 'value': '2691.5'}","{'key': 'prftPctAsts', 'value': '25.1'}","{'key': 'prftPctSHEqty', 'value': '53'}","{'key': 'industry', 'value': 'Energy'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Inergy, L.P.'}"
"{'key': 'rank', 'value': '946'}","{'key': 'revenues', 'value': '2004'}","{'key': 'revChange', 'value': '9.3'}","{'key': 'profits', 'value': '49'}","{'key': 'prftChange', 'value': '6.5'}","{'key': 'assets', 'value': '1079.6'}","{'key': 'totSHEqty', 'value': '420.4'}","{'key': 'mktVal', 'value': '1595.3'}","{'key': 'prftPctSls', 'value': '1595.3'}","{'key': 'prftPctAsts', 'value': '4.5'}","{'key': 'prftPctSHEqty', 'value': '11.6'}","{'key': 'industry', 'value': 'Home Equipment, Furnishings'}","{'key': 'hqState', 'value': 'IA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'HNI Corporation'}"
"{'key': 'rank', 'value': '947'}","{'key': 'revenues', 'value': '2002.7'}","{'key': 'revChange', 'value': '11.9'}","{'key': 'profits', 'value': '-73.6'}","{'key': 'prftChange', 'value': '-146.9'}","{'key': 'assets', 'value': '10477.1'}","{'key': 'totSHEqty', 'value': '2961'}","{'key': 'mktVal', 'value': '6049.9'}","{'key': 'prftPctSls', 'value': '6049.9'}","{'key': 'prftPctAsts', 'value': '-0.7'}","{'key': 'prftPctSHEqty', 'value': '-2.5'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Hologic, Inc.'}"
"{'key': 'rank', 'value': '948'}","{'key': 'revenues', 'value': '1999'}","{'key': 'revChange', 'value': ''}","{'key': 'profits', 'value': '1414'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '8325'}","{'key': 'totSHEqty', 'value': '6440'}","{'key': 'mktVal', 'value': '13521.8'}","{'key': 'prftPctSls', 'value': '13521.8'}","{'key': 'prftPctAsts', 'value': '17'}","{'key': 'prftPctSHEqty', 'value': '22'}","{'key': 'industry', 'value': 'Entertainment'}","{'key': 'hqState', 'value': 'CO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Liberty Media Corporation'}"
"{'key': 'rank', 'value': '949'}","{'key': 'revenues', 'value': '1992.3'}","{'key': 'revChange', 'value': '16'}","{'key': 'profits', 'value': '112.5'}","{'key': 'prftChange', 'value': '-15.4'}","{'key': 'assets', 'value': '3227.1'}","{'key': 'totSHEqty', 'value': '1610.5'}","{'key': 'mktVal', 'value': '2345.7'}","{'key': 'prftPctSls', 'value': '2345.7'}","{'key': 'prftPctAsts', 'value': '3.5'}","{'key': 'prftPctSHEqty', 'value': '7'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqState', 'value': 'WA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Esterline Technologies Corporation'}"
"{'key': 'rank', 'value': '950'}","{'key': 'revenues', 'value': '1983.6'}","{'key': 'revChange', 'value': '5.2'}","{'key': 'profits', 'value': '52.7'}","{'key': 'prftChange', 'value': '-18.4'}","{'key': 'assets', 'value': '1003.9'}","{'key': 'totSHEqty', 'value': '310.2'}","{'key': 'mktVal', 'value': '770.5'}","{'key': 'prftPctSls', 'value': '770.5'}","{'key': 'prftPctAsts', 'value': '5.2'}","{'key': 'prftPctSHEqty', 'value': '17'}","{'key': 'industry', 'value': 'Metals'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Metals USA Holdings Corp.'}"
"{'key': 'rank', 'value': '951'}","{'key': 'revenues', 'value': '1969.6'}","{'key': 'revChange', 'value': '15.9'}","{'key': 'profits', 'value': '29.9'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '3290.9'}","{'key': 'totSHEqty', 'value': '-79.9'}","{'key': 'mktVal', 'value': '2060.8'}","{'key': 'prftPctSls', 'value': '2060.8'}","{'key': 'prftPctAsts', 'value': '0.9'}","{'key': 'prftPctSHEqty', 'value': ''}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Rexnord Corporation'}"
"{'key': 'rank', 'value': '952'}","{'key': 'revenues', 'value': '1966.3'}","{'key': 'revChange', 'value': '-15.8'}","{'key': 'profits', 'value': '117.7'}","{'key': 'prftChange', 'value': '10'}","{'key': 'assets', 'value': '5564'}","{'key': 'totSHEqty', 'value': '1175'}","{'key': 'mktVal', 'value': '6691.4'}","{'key': 'prftPctSls', 'value': '6691.4'}","{'key': 'prftPctAsts', 'value': '2.1'}","{'key': 'prftPctSHEqty', 'value': '10'}","{'key': 'industry', 'value': 'Food Services'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Burger King Worldwide, Inc.'}"
"{'key': 'rank', 'value': '953'}","{'key': 'revenues', 'value': '1963.4'}","{'key': 'revChange', 'value': '4.1'}","{'key': 'profits', 'value': '92'}","{'key': 'prftChange', 'value': '27.4'}","{'key': 'assets', 'value': '4922.3'}","{'key': 'totSHEqty', 'value': '1443.7'}","{'key': 'mktVal', 'value': '2739'}","{'key': 'prftPctSls', 'value': '2739'}","{'key': 'prftPctAsts', 'value': '1.9'}","{'key': 'prftPctSHEqty', 'value': '6.4'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqState', 'value': 'IN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'KAR Auction Services, Inc.'}"
"{'key': 'rank', 'value': '954'}","{'key': 'revenues', 'value': '1962.4'}","{'key': 'revChange', 'value': '18.9'}","{'key': 'profits', 'value': '53.2'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '1865.8'}","{'key': 'totSHEqty', 'value': '268.6'}","{'key': 'mktVal', 'value': '296.8'}","{'key': 'prftPctSls', 'value': '296.8'}","{'key': 'prftPctAsts', 'value': '2.9'}","{'key': 'prftPctSHEqty', 'value': '19.8'}","{'key': 'industry', 'value': 'Airlines'}","{'key': 'hqState', 'value': 'HI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Hawaiian Holdings, Inc.'}"
"{'key': 'rank', 'value': '955'}","{'key': 'revenues', 'value': '1959.4'}","{'key': 'revChange', 'value': '25.8'}","{'key': 'profits', 'value': '125.6'}","{'key': 'prftChange', 'value': '41'}","{'key': 'assets', 'value': '1786.3'}","{'key': 'totSHEqty', 'value': '778.3'}","{'key': 'mktVal', 'value': '1966.7'}","{'key': 'prftPctSls', 'value': '1966.7'}","{'key': 'prftPctAsts', 'value': '7'}","{'key': 'prftPctSHEqty', 'value': '16.1'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'H.B. Fuller Company'}"
"{'key': 'rank', 'value': '935'}","{'key': 'revenues', 'value': '2040.1'}","{'key': 'revChange', 'value': '24.1'}","{'key': 'profits', 'value': '191.1'}","{'key': 'prftChange', 'value': '26.7'}","{'key': 'assets', 'value': '3469.1'}","{'key': 'totSHEqty', 'value': '1897.5'}","{'key': 'mktVal', 'value': '7654.4'}","{'key': 'prftPctSls', 'value': '7654.4'}","{'key': 'prftPctAsts', 'value': '5.5'}","{'key': 'prftPctSHEqty', 'value': '10.1'}","{'key': 'industry', 'value': 'Scientific,Photographic and Control Equipment'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Trimble Navigation Limited'}"
"{'key': 'rank', 'value': '936'}","{'key': 'revenues', 'value': '2037.7'}","{'key': 'revChange', 'value': '14.6'}","{'key': 'profits', 'value': '84.5'}","{'key': 'prftChange', 'value': '2.5'}","{'key': 'assets', 'value': '3160.9'}","{'key': 'totSHEqty', 'value': '1410.5'}","{'key': 'mktVal', 'value': '4680.9'}","{'key': 'prftPctSls', 'value': '4680.9'}","{'key': 'prftPctAsts', 'value': '2.7'}","{'key': 'prftPctSHEqty', 'value': '6'}","{'key': 'industry', 'value': 'Building Materials, Glass'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Martin Marietta Materials, Inc.'}"
"{'key': 'rank', 'value': '937'}","{'key': 'revenues', 'value': '2036.4'}","{'key': 'revChange', 'value': '1.7'}","{'key': 'profits', 'value': '103'}","{'key': 'prftChange', 'value': '0.3'}","{'key': 'assets', 'value': '1334.9'}","{'key': 'totSHEqty', 'value': '714.9'}","{'key': 'mktVal', 'value': '1768.6'}","{'key': 'prftPctSls', 'value': '1768.6'}","{'key': 'prftPctAsts', 'value': '7.7'}","{'key': 'prftPctSHEqty', 'value': '14.4'}","{'key': 'industry', 'value': 'Trucking, Truck Leasing'}","{'key': 'hqState', 'value': 'NE'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Werner Enterprises, Inc.'}"
"{'key': 'rank', 'value': '938'}","{'key': 'revenues', 'value': '2035.9'}","{'key': 'revChange', 'value': '10.2'}","{'key': 'profits', 'value': '7.6'}","{'key': 'prftChange', 'value': '-92.5'}","{'key': 'assets', 'value': '2761.6'}","{'key': 'totSHEqty', 'value': '1253.8'}","{'key': 'mktVal', 'value': '1230.8'}","{'key': 'prftPctSls', 'value': '1230.8'}","{'key': 'prftPctAsts', 'value': '0.3'}","{'key': 'prftPctSHEqty', 'value': '0.6'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Key Energy Services, Inc.'}"
"{'key': 'rank', 'value': '939'}","{'key': 'revenues', 'value': '2035'}","{'key': 'revChange', 'value': '-3.8'}","{'key': 'profits', 'value': '-103'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '960'}","{'key': 'totSHEqty', 'value': '150'}","{'key': 'mktVal', 'value': ''}","{'key': 'prftPctSls', 'value': ''}","{'key': 'prftPctAsts', 'value': '-10.7'}","{'key': 'prftPctSHEqty', 'value': '-68.7'}","{'key': 'industry', 'value': 'Motor Vehicles and Parts'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Affinia Group Intermediate Holdings Inc.'}"
"{'key': 'rank', 'value': '940'}","{'key': 'revenues', 'value': '2033.9'}","{'key': 'revChange', 'value': '10.3'}","{'key': 'profits', 'value': '196.1'}","{'key': 'prftChange', 'value': '-8.4'}","{'key': 'assets', 'value': '1958.8'}","{'key': 'totSHEqty', 'value': '430.7'}","{'key': 'mktVal', 'value': '3153'}","{'key': 'prftPctSls', 'value': '3153'}","{'key': 'prftPctAsts', 'value': '10'}","{'key': 'prftPctSHEqty', 'value': '45.5'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqState', 'value': 'OK'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Alliance Holdings GP, L.P.'}"
"{'key': 'rank', 'value': '941'}","{'key': 'revenues', 'value': '2028.7'}","{'key': 'revChange', 'value': '21.1'}","{'key': 'profits', 'value': '121.2'}","{'key': 'prftChange', 'value': '70.7'}","{'key': 'assets', 'value': '2627.8'}","{'key': 'totSHEqty', 'value': '1103.8'}","{'key': 'mktVal', 'value': '2597.3'}","{'key': 'prftPctSls', 'value': '2597.3'}","{'key': 'prftPctAsts', 'value': '4.6'}","{'key': 'prftPctSHEqty', 'value': '11'}","{'key': 'industry', 'value': 'Metals'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Carpenter Technology Corporation'}"
"{'key': 'rank', 'value': '942'}","{'key': 'revenues', 'value': '2026.6'}","{'key': 'revChange', 'value': '1.5'}","{'key': 'profits', 'value': '65.9'}","{'key': 'prftChange', 'value': '50'}","{'key': 'assets', 'value': '813.4'}","{'key': 'totSHEqty', 'value': '209.8'}","{'key': 'mktVal', 'value': '1217.5'}","{'key': 'prftPctSls', 'value': '1217.5'}","{'key': 'prftPctAsts', 'value': '8.1'}","{'key': 'prftPctSHEqty', 'value': '31.4'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Heartland Payment Systems, Inc.'}"
"{'key': 'rank', 'value': '943'}","{'key': 'revenues', 'value': '2020.9'}","{'key': 'revChange', 'value': '21.8'}","{'key': 'profits', 'value': '44.7'}","{'key': 'prftChange', 'value': '1.2'}","{'key': 'assets', 'value': '1508.4'}","{'key': 'totSHEqty', 'value': '380.4'}","{'key': 'mktVal', 'value': '584.5'}","{'key': 'prftPctSls', 'value': '584.5'}","{'key': 'prftPctAsts', 'value': '3'}","{'key': 'prftPctSHEqty', 'value': '11.7'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqState', 'value': 'ND'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Titan Machinery Inc.'}"
"{'key': 'rank', 'value': '944'}","{'key': 'revenues', 'value': '2013.2'}","{'key': 'revChange', 'value': '3.1'}","{'key': 'profits', 'value': '-10.8'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '1718.2'}","{'key': 'totSHEqty', 'value': '583.3'}","{'key': 'mktVal', 'value': '1015.5'}","{'key': 'prftPctSls', 'value': '1015.5'}","{'key': 'prftPctAsts', 'value': '-0.6'}","{'key': 'prftPctSHEqty', 'value': '-1.8'}","{'key': 'industry', 'value': 'Apparel'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Quiksilver, Inc.'}"
"{'key': 'rank', 'value': '925'}","{'key': 'revenues', 'value': '2069.2'}","{'key': 'revChange', 'value': '-0.2'}","{'key': 'profits', 'value': '163.8'}","{'key': 'prftChange', 'value': '-8.1'}","{'key': 'assets', 'value': '3436.8'}","{'key': 'totSHEqty', 'value': '2010.7'}","{'key': 'mktVal', 'value': '3590.9'}","{'key': 'prftPctSls', 'value': '3590.9'}","{'key': 'prftPctAsts', 'value': '4.8'}","{'key': 'prftPctSHEqty', 'value': '8.1'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Bio-Rad Laboratories, Inc.'}"
"{'key': 'rank', 'value': '926'}","{'key': 'revenues', 'value': '2066.5'}","{'key': 'revChange', 'value': '-2.1'}","{'key': 'profits', 'value': '29'}","{'key': 'prftChange', 'value': '19.1'}","{'key': 'assets', 'value': '1608.2'}","{'key': 'totSHEqty', 'value': '632'}","{'key': 'mktVal', 'value': '1194.8'}","{'key': 'prftPctSls', 'value': '1194.8'}","{'key': 'prftPctAsts', 'value': '1.8'}","{'key': 'prftPctSHEqty', 'value': '4.6'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Briggs &amp; Stratton Corporation'}"
