0,1,2,3,4,5,6,7,8,9,10,11,12,13
"{'key': 'rank', 'value': '465'}","{'key': 'revenues', 'value': '5413.3'}","{'key': 'revChange', 'value': '0.7'}","{'key': 'profits', 'value': '86.3'}","{'key': 'prftChange', 'value': '6'}","{'key': 'assets', 'value': '1685.9'}","{'key': 'totSHEqty', 'value': '597'}","{'key': 'mktVal', 'value': ''}","{'key': 'prftPctSls', 'value': ''}","{'key': 'prftPctAsts', 'value': '5.1'}","{'key': 'prftPctSHEqty', 'value': '14.5'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Graybar Electric Company, Inc.'}"
"{'key': 'rank', 'value': '466'}","{'key': 'revenues', 'value': '5400.1'}","{'key': 'revChange', 'value': '3.8'}","{'key': 'profits', 'value': '177.1'}","{'key': 'prftChange', 'value': '-14.5'}","{'key': 'assets', 'value': '1753.6'}","{'key': 'totSHEqty', 'value': '758.1'}","{'key': 'mktVal', 'value': '2043.6'}","{'key': 'prftPctSls', 'value': '2043.6'}","{'key': 'prftPctAsts', 'value': '10.1'}","{'key': 'prftPctSHEqty', 'value': '23.4'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Big Lots, Inc.'}"
"{'key': 'rank', 'value': '449'}","{'key': 'revenues', 'value': '5580.5'}","{'key': 'revChange', 'value': '5.1'}","{'key': 'profits', 'value': '623.9'}","{'key': 'prftChange', 'value': '4.1'}","{'key': 'assets', 'value': '9170.8'}","{'key': 'totSHEqty', 'value': '2557.6'}","{'key': 'mktVal', 'value': '12059.1'}","{'key': 'prftPctSls', 'value': '12059.1'}","{'key': 'prftPctAsts', 'value': '6.8'}","{'key': 'prftPctSHEqty', 'value': '24.4'}","{'key': 'industry', 'value': 'Transportation Equipment'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Harley-Davidson, Inc.'}"
"{'key': 'rank', 'value': '450'}","{'key': 'revenues', 'value': '5580.2'}","{'key': 'revChange', 'value': '5.5'}","{'key': 'profits', 'value': '104.5'}","{'key': 'prftChange', 'value': '18.2'}","{'key': 'assets', 'value': '3141.5'}","{'key': 'totSHEqty', 'value': '838.4'}","{'key': 'mktVal', 'value': '1971.7'}","{'key': 'prftPctSls', 'value': '1971.7'}","{'key': 'prftPctAsts', 'value': '3.3'}","{'key': 'prftPctSHEqty', 'value': '12.5'}","{'key': 'industry', 'value': 'Transportation and Logistics'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Con-way Inc.'}"
"{'key': 'rank', 'value': '451'}","{'key': 'revenues', 'value': '5570.9'}","{'key': 'revChange', 'value': '15.3'}","{'key': 'profits', 'value': '118'}","{'key': 'prftChange', 'value': '307'}","{'key': 'assets', 'value': '3369.7'}","{'key': 'totSHEqty', 'value': '1185.9'}","{'key': 'mktVal', 'value': '3344.5'}","{'key': 'prftPctSls', 'value': '3344.5'}","{'key': 'prftPctAsts', 'value': '3.5'}","{'key': 'prftPctSHEqty', 'value': '9.9'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'MRC Global Inc.'}"
"{'key': 'rank', 'value': '452'}","{'key': 'revenues', 'value': '5525.8'}","{'key': 'revChange', 'value': '14.5'}","{'key': 'profits', 'value': '459.7'}","{'key': 'prftChange', 'value': '-4.1'}","{'key': 'assets', 'value': '9115.2'}","{'key': 'totSHEqty', 'value': '5163.4'}","{'key': 'mktVal', 'value': '10635.7'}","{'key': 'prftPctSls', 'value': '10635.7'}","{'key': 'prftPctAsts', 'value': '5'}","{'key': 'prftPctSHEqty', 'value': '8.9'}","{'key': 'industry', 'value': 'Food Consumer Products'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The J.M. Smucker Company'}"
"{'key': 'rank', 'value': '453'}","{'key': 'revenues', 'value': '5522'}","{'key': 'revChange', 'value': '-5.4'}","{'key': 'profits', 'value': '330'}","{'key': 'prftChange', 'value': '1.2'}","{'key': 'assets', 'value': '5212'}","{'key': 'totSHEqty', 'value': '1016'}","{'key': 'mktVal', 'value': '2050.6'}","{'key': 'prftPctSls', 'value': '2050.6'}","{'key': 'prftPctAsts', 'value': '6.3'}","{'key': 'prftPctSHEqty', 'value': '32.5'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Exelis Inc.'}"
"{'key': 'rank', 'value': '454'}","{'key': 'revenues', 'value': '5516.5'}","{'key': 'revChange', 'value': '9.3'}","{'key': 'profits', 'value': '1380'}","{'key': 'prftChange', 'value': '11.8'}","{'key': 'assets', 'value': '10130.1'}","{'key': 'totSHEqty', 'value': '6961.5'}","{'key': 'mktVal', 'value': '45518'}","{'key': 'prftPctSls', 'value': '45518'}","{'key': 'prftPctAsts', 'value': '13.6'}","{'key': 'prftPctSHEqty', 'value': '19.8'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Biogen Idec Inc.'}"
"{'key': 'rank', 'value': '455'}","{'key': 'revenues', 'value': '5512'}","{'key': 'revChange', 'value': '14.3'}","{'key': 'profits', 'value': '160'}","{'key': 'prftChange', 'value': '-5.3'}","{'key': 'assets', 'value': '15441'}","{'key': 'totSHEqty', 'value': '6791'}","{'key': 'mktVal', 'value': ''}","{'key': 'prftPctSls', 'value': ''}","{'key': 'prftPctAsts', 'value': '1'}","{'key': 'prftPctSHEqty', 'value': '2.4'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Erie Insurance Group'}"
"{'key': 'rank', 'value': '456'}","{'key': 'revenues', 'value': '5506.7'}","{'key': 'revChange', 'value': '13.7'}","{'key': 'profits', 'value': '1456.2'}","{'key': 'prftChange', 'value': '10.5'}","{'key': 'assets', 'value': '11734.3'}","{'key': 'totSHEqty', 'value': '5694.5'}","{'key': 'mktVal', 'value': '48536.7'}","{'key': 'prftPctSls', 'value': '48536.7'}","{'key': 'prftPctAsts', 'value': '12.4'}","{'key': 'prftPctSHEqty', 'value': '25.6'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Celgene Corporation'}"
"{'key': 'rank', 'value': '457'}","{'key': 'revenues', 'value': '5503'}","{'key': 'revChange', 'value': '-1.9'}","{'key': 'profits', 'value': '752'}","{'key': 'prftChange', 'value': '-8.9'}","{'key': 'assets', 'value': '9271'}","{'key': 'totSHEqty', 'value': '4094'}","{'key': 'mktVal', 'value': '11439.3'}","{'key': 'prftPctSls', 'value': '11439.3'}","{'key': 'prftPctAsts', 'value': '8.1'}","{'key': 'prftPctSHEqty', 'value': '18.4'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqState', 'value': 'MN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'St. Jude Medical, Inc.'}"
"{'key': 'rank', 'value': '458'}","{'key': 'revenues', 'value': '5482'}","{'key': 'revChange', 'value': '-2.3'}","{'key': 'profits', 'value': '172'}","{'key': 'prftChange', 'value': '-52.9'}","{'key': 'assets', 'value': '6123'}","{'key': 'totSHEqty', 'value': '2877'}","{'key': 'mktVal', 'value': '2652.1'}","{'key': 'prftPctSls', 'value': '2652.1'}","{'key': 'prftPctAsts', 'value': '2.8'}","{'key': 'prftPctSHEqty', 'value': '6'}","{'key': 'industry', 'value': 'Forest and Paper Products'}","{'key': 'hqState', 'value': 'SC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Domtar Corporation'}"
"{'key': 'rank', 'value': '440'}","{'key': 'revenues', 'value': '5806.1'}","{'key': 'revChange', 'value': '7.1'}","{'key': 'profits', 'value': '1098.8'}","{'key': 'prftChange', 'value': '17.6'}","{'key': 'assets', 'value': '9179.3'}","{'key': 'totSHEqty', 'value': '5837.1'}","{'key': 'mktVal', 'value': '33275.1'}","{'key': 'prftPctSls', 'value': '33275.1'}","{'key': 'prftPctAsts', 'value': '12'}","{'key': 'prftPctSHEqty', 'value': '18.8'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Allergan, Inc.'}"
"{'key': 'rank', 'value': '441'}","{'key': 'revenues', 'value': '5792'}","{'key': 'revChange', 'value': '6.4'}","{'key': 'profits', 'value': '146'}","{'key': 'prftChange', 'value': '175.5'}","{'key': 'assets', 'value': '6371'}","{'key': 'totSHEqty', 'value': '1247'}","{'key': 'mktVal', 'value': '4511.6'}","{'key': 'prftPctSls', 'value': '4511.6'}","{'key': 'prftPctAsts', 'value': '2.3'}","{'key': 'prftPctSHEqty', 'value': '11.7'}","{'key': 'industry', 'value': 'Computers, Office Equipment'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'NCR Corporation'}"
"{'key': 'rank', 'value': '442'}","{'key': 'revenues', 'value': '5788'}","{'key': 'revChange', 'value': '2.6'}","{'key': 'profits', 'value': '250.3'}","{'key': 'prftChange', 'value': '43.9'}","{'key': 'assets', 'value': '6303.7'}","{'key': 'totSHEqty', 'value': '3719.6'}","{'key': 'mktVal', 'value': '7842.2'}","{'key': 'prftPctSls', 'value': '7842.2'}","{'key': 'prftPctAsts', 'value': '4'}","{'key': 'prftPctSHEqty', 'value': '6.7'}","{'key': 'industry', 'value': 'zMiscellaneous'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Mohawk Industries, Inc.'}"
"{'key': 'rank', 'value': '443'}","{'key': 'revenues', 'value': '5747.7'}","{'key': 'revChange', 'value': '0.7'}","{'key': 'profits', 'value': '435.6'}","{'key': 'prftChange', 'value': '530.5'}","{'key': 'assets', 'value': '16740.7'}","{'key': 'totSHEqty', 'value': '6591.4'}","{'key': 'mktVal', 'value': ''}","{'key': 'prftPctSls', 'value': ''}","{'key': 'prftPctAsts', 'value': '2.6'}","{'key': 'prftPctSHEqty', 'value': '6.6'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Mutual)'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Auto-Owners Insurance Group'}"
"{'key': 'rank', 'value': '444'}","{'key': 'revenues', 'value': '5671.4'}","{'key': 'revChange', 'value': '2.3'}","{'key': 'profits', 'value': '583.1'}","{'key': 'prftChange', 'value': '12.2'}","{'key': 'assets', 'value': '6795'}","{'key': 'totSHEqty', 'value': '2717.4'}","{'key': 'mktVal', 'value': '8397.6'}","{'key': 'prftPctSls', 'value': '8397.6'}","{'key': 'prftPctAsts', 'value': '8.6'}","{'key': 'prftPctSHEqty', 'value': '21.5'}","{'key': 'industry', 'value': 'Health Care: Pharmacy and Other Services'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Laboratory Corporation of America Holdings'}"
"{'key': 'rank', 'value': '445'}","{'key': 'revenues', 'value': '5664.8'}","{'key': 'revChange', 'value': '3.2'}","{'key': 'profits', 'value': '1025.9'}","{'key': 'prftChange', 'value': '-12'}","{'key': 'assets', 'value': '9465.7'}","{'key': 'totSHEqty', 'value': '940.6'}","{'key': 'mktVal', 'value': '8554.3'}","{'key': 'prftPctSls', 'value': '8554.3'}","{'key': 'prftPctAsts', 'value': '10.8'}","{'key': 'prftPctSHEqty', 'value': '109.1'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqState', 'value': 'CO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Western Union Company'}"
"{'key': 'rank', 'value': '446'}","{'key': 'revenues', 'value': '5660.9'}","{'key': 'revChange', 'value': '28.5'}","{'key': 'profits', 'value': '762'}","{'key': 'prftChange', 'value': '25'}","{'key': 'assets', 'value': '6142.5'}","{'key': 'totSHEqty', 'value': '2577.2'}","{'key': 'mktVal', 'value': '6321.4'}","{'key': 'prftPctSls', 'value': '6321.4'}","{'key': 'prftPctAsts', 'value': '12.4'}","{'key': 'prftPctSHEqty', 'value': '29.6'}","{'key': 'industry', 'value': 'Construction and Farm Machinery'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Joy Global Inc.'}"
"{'key': 'rank', 'value': '447'}","{'key': 'revenues', 'value': '5636'}","{'key': 'revChange', 'value': '-19.9'}","{'key': 'profits', 'value': '-3360'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '40970'}","{'key': 'totSHEqty', 'value': '-11025'}","{'key': 'mktVal', 'value': ''}","{'key': 'prftPctSls', 'value': ''}","{'key': 'prftPctAsts', 'value': '-8.2'}","{'key': 'prftPctSHEqty', 'value': ''}","{'key': 'industry', 'value': 'Energy'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Energy Future Holdings Corp.'}"
"{'key': 'rank', 'value': '448'}","{'key': 'revenues', 'value': '5594'}","{'key': 'revChange', 'value': '-8'}","{'key': 'profits', 'value': '205'}","{'key': 'prftChange', 'value': '-16.7'}","{'key': 'assets', 'value': '8908'}","{'key': 'totSHEqty', 'value': '3360'}","{'key': 'mktVal', 'value': '6376.7'}","{'key': 'prftPctSls', 'value': '6376.7'}","{'key': 'prftPctAsts', 'value': '2.3'}","{'key': 'prftPctSHEqty', 'value': '6.1'}","{'key': 'industry', 'value': 'Packaging, Containers'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'MeadWestvaco Corporation'}"
"{'key': 'rank', 'value': '430'}","{'key': 'revenues', 'value': '5933.7'}","{'key': 'revChange', 'value': '-8.3'}","{'key': 'profits', 'value': '-1027.3'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '3903.1'}","{'key': 'totSHEqty', 'value': '-505.3'}","{'key': 'mktVal', 'value': '451.1'}","{'key': 'prftPctSls', 'value': '451.1'}","{'key': 'prftPctAsts', 'value': '-26.3'}","{'key': 'prftPctSHEqty', 'value': ''}","{'key': 'industry', 'value': 'Metals'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AK Steel Holding Corporation'}"
"{'key': 'rank', 'value': '431'}","{'key': 'revenues', 'value': '5925.2'}","{'key': 'revChange', 'value': '8.5'}","{'key': 'profits', 'value': '259.2'}","{'key': 'prftChange', 'value': '43.5'}","{'key': 'assets', 'value': '7130.1'}","{'key': 'totSHEqty', 'value': '2268.7'}","{'key': 'mktVal', 'value': '3710'}","{'key': 'prftPctSls', 'value': '3710'}","{'key': 'prftPctAsts', 'value': '3.6'}","{'key': 'prftPctSHEqty', 'value': '11.4'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'SPX Corporation'}"
"{'key': 'rank', 'value': '432'}","{'key': 'revenues', 'value': '5914.9'}","{'key': 'revChange', 'value': '29'}","{'key': 'profits', 'value': '97.3'}","{'key': 'prftChange', 'value': '-62.7'}","{'key': 'assets', 'value': '14103.5'}","{'key': 'totSHEqty', 'value': '3833.8'}","{'key': 'mktVal', 'value': '11774.6'}","{'key': 'prftPctSls', 'value': '11774.6'}","{'key': 'prftPctAsts', 'value': '0.7'}","{'key': 'prftPctSHEqty', 'value': '2.5'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Actavis, Inc.'}"
"{'key': 'rank', 'value': '433'}","{'key': 'revenues', 'value': '5902.7'}","{'key': 'revChange', 'value': '-0.3'}","{'key': 'profits', 'value': '401.3'}","{'key': 'prftChange', 'value': '220.5'}","{'key': 'assets', 'value': '6222'}","{'key': 'totSHEqty', 'value': '1996.7'}","{'key': 'mktVal', 'value': '7475'}","{'key': 'prftPctSls', 'value': '7475'}","{'key': 'prftPctAsts', 'value': '6.4'}","{'key': 'prftPctSHEqty', 'value': '20.1'}","{'key': 'industry', 'value': 'Home Equipment, Furnishings'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Newell Rubbermaid Inc.'}"
"{'key': 'rank', 'value': '434'}","{'key': 'revenues', 'value': '5888.1'}","{'key': 'revChange', 'value': '2.3'}","{'key': 'profits', 'value': '461.2'}","{'key': 'prftChange', 'value': '-1.8'}","{'key': 'assets', 'value': '13549.7'}","{'key': 'totSHEqty', 'value': '6640.9'}","{'key': 'mktVal', 'value': '11667.7'}","{'key': 'prftPctSls', 'value': '11667.7'}","{'key': 'prftPctAsts', 'value': '3.4'}","{'key': 'prftPctSHEqty', 'value': '6.9'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Fidelity National Information Services, Inc.'}"
"{'key': 'rank', 'value': '435'}","{'key': 'revenues', 'value': '5885.7'}","{'key': 'revChange', 'value': '-15.9'}","{'key': 'profits', 'value': '38.1'}","{'key': 'prftChange', 'value': '24.1'}","{'key': 'assets', 'value': '5105'}","{'key': 'totSHEqty', 'value': '144.1'}","{'key': 'mktVal', 'value': '2876.8'}","{'key': 'prftPctSls', 'value': '2876.8'}","{'key': 'prftPctAsts', 'value': '0.7'}","{'key': 'prftPctSHEqty', 'value': '26.4'}","{'key': 'industry', 'value': 'Pipelines'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Targa Resources Corp.'}"
"{'key': 'rank', 'value': '436'}","{'key': 'revenues', 'value': '5859.2'}","{'key': 'revChange', 'value': '4.8'}","{'key': 'profits', 'value': '240'}","{'key': 'prftChange', 'value': '183.3'}","{'key': 'assets', 'value': '3314.8'}","{'key': 'totSHEqty', 'value': '1185.2'}","{'key': 'mktVal', 'value': '1859.2'}","{'key': 'prftPctSls', 'value': '1859.2'}","{'key': 'prftPctAsts', 'value': '7.2'}","{'key': 'prftPctSHEqty', 'value': '20.2'}","{'key': 'industry', 'value': 'Information Technology Services'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Booz Allen Hamilton Holding Corp.'}"
"{'key': 'rank', 'value': '437'}","{'key': 'revenues', 'value': '5836.1'}","{'key': 'revChange', 'value': '12'}","{'key': 'profits', 'value': '290.7'}","{'key': 'prftChange', 'value': '10.2'}","{'key': 'assets', 'value': '2887.8'}","{'key': 'totSHEqty', 'value': '1587.3'}","{'key': 'mktVal', 'value': '5818.4'}","{'key': 'prftPctSls', 'value': '5818.4'}","{'key': 'prftPctAsts', 'value': '10.1'}","{'key': 'prftPctSHEqty', 'value': '18.3'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Dick's Sporting Goods, Inc.""}"
"{'key': 'rank', 'value': '438'}","{'key': 'revenues', 'value': '5823.6'}","{'key': 'revChange', 'value': '12.9'}","{'key': 'profits', 'value': '510.6'}","{'key': 'prftChange', 'value': '29.3'}","{'key': 'assets', 'value': '20155.9'}","{'key': 'totSHEqty', 'value': '4306.2'}","{'key': 'mktVal', 'value': '6035.1'}","{'key': 'prftPctSls', 'value': '6035.1'}","{'key': 'prftPctAsts', 'value': '2.5'}","{'key': 'prftPctSHEqty', 'value': '11.9'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqState', 'value': 'CT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'W.R. Berkley Corporation'}"
"{'key': 'rank', 'value': '439'}","{'key': 'revenues', 'value': '5819'}","{'key': 'revChange', 'value': '8.1'}","{'key': 'profits', 'value': '-163.2'}","{'key': 'prftChange', 'value': ''}","{'key': 'assets', 'value': '5290.8'}","{'key': 'totSHEqty', 'value': '1355.4'}","{'key': 'mktVal', 'value': '2359.5'}","{'key': 'prftPctSls', 'value': '2359.5'}","{'key': 'prftPctAsts', 'value': '-3.1'}","{'key': 'prftPctSHEqty', 'value': '-12'}","{'key': 'industry', 'value': 'Entertainment'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Live Nation Entertainment, Inc.'}"
"{'key': 'rank', 'value': '420'}","{'key': 'revenues', 'value': '6093.3'}","{'key': 'revChange', 'value': '-7.7'}","{'key': 'profits', 'value': '180.2'}","{'key': 'prftChange', 'value': '161.5'}","{'key': 'assets', 'value': '3167.8'}","{'key': 'totSHEqty', 'value': '963.8'}","{'key': 'mktVal', 'value': '938.2'}","{'key': 'prftPctSls', 'value': '938.2'}","{'key': 'prftPctAsts', 'value': '5.7'}","{'key': 'prftPctSHEqty', 'value': '18.7'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sanmina'}"
"{'key': 'rank', 'value': '421'}","{'key': 'revenues', 'value': '6086.5'}","{'key': 'revChange', 'value': '-9.4'}","{'key': 'profits', 'value': '-765.2'}","{'key': 'prftChange', 'value': '-484.9'}","{'key': 'assets', 'value': '9223.1'}","{'key': 'totSHEqty', 'value': '2316.4'}","{'key': 'mktVal', 'value': '742.4'}","{'key': 'prftPctSls', 'value': '742.4'}","{'key': 'prftPctAsts', 'value': '-8.3'}","{'key': 'prftPctSHEqty', 'value': '-33'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqState', 'value': 'VA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'NII Holdings, Inc.'}"
"{'key': 'rank', 'value': '422'}","{'key': 'revenues', 'value': '6043'}","{'key': 'revChange', 'value': '2.6'}","{'key': 'profits', 'value': '433.8'}","{'key': 'prftChange', 'value': '36.5'}","{'key': 'assets', 'value': '7781.5'}","{'key': 'totSHEqty', 'value': '3252.6'}","{'key': 'mktVal', 'value': '8641.3'}","{'key': 'prftPctSls', 'value': '8641.3'}","{'key': 'prftPctAsts', 'value': '5.6'}","{'key': 'prftPctSHEqty', 'value': '13.3'}","{'key': 'industry', 'value': 'Apparel'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'PVH Corp.'}"
"{'key': 'rank', 'value': '423'}","{'key': 'revenues', 'value': '6028.8'}","{'key': 'revChange', 'value': '26.4'}","{'key': 'profits', 'value': '9.8'}","{'key': 'prftChange', 'value': '-53'}","{'key': 'assets', 'value': '1934.8'}","{'key': 'totSHEqty', 'value': '782.3'}","{'key': 'mktVal', 'value': '1393.9'}","{'key': 'prftPctSls', 'value': '1393.9'}","{'key': 'prftPctAsts', 'value': '0.5'}","{'key': 'prftPctSHEqty', 'value': '1.3'}","{'key': 'industry', 'value': 'Health Care: Insurance and Managed Care'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Molina Healthcare, Inc.'}"
"{'key': 'rank', 'value': '424'}","{'key': 'revenues', 'value': '6024.3'}","{'key': 'revChange', 'value': '-11.3'}","{'key': 'profits', 'value': '-899.4'}","{'key': 'prftChange', 'value': '-155.5'}","{'key': 'assets', 'value': '13574.9'}","{'key': 'totSHEqty', 'value': '4632.7'}","{'key': 'mktVal', 'value': '2709'}","{'key': 'prftPctSls', 'value': '2709'}","{'key': 'prftPctAsts', 'value': '-6.6'}","{'key': 'prftPctSHEqty', 'value': '-19.4'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cliffs Natural Resources Inc.'}"
"{'key': 'rank', 'value': '425'}","{'key': 'revenues', 'value': '6014.3'}","{'key': 'revChange', 'value': '2.5'}","{'key': 'profits', 'value': '4'}","{'key': 'prftChange', 'value': '-93.9'}","{'key': 'assets', 'value': '4919.9'}","{'key': 'totSHEqty', 'value': '1353.3'}","{'key': 'mktVal', 'value': '1820.7'}","{'key': 'prftPctSls', 'value': '1820.7'}","{'key': 'prftPctAsts', 'value': '0.1'}","{'key': 'prftPctSHEqty', 'value': '0.3'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqState', 'value': 'KY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'General Cable Corporation'}"
