0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"{'key': 'rank', 'value': '46'}","{'key': 'revenues', 'value': '64406'}","{'key': 'revchange', 'value': '-6.2'}","{'key': 'profits', 'value': '7529'}","{'key': 'prftchange', 'value': '-17.1'}","{'key': 'assets', 'value': '515581'}","{'key': 'employees', 'value': '65000'}","{'key': 'mktval', 'value': '74184'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqcity', 'value': 'New York'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Financials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AIG'}"
"{'key': 'rank', 'value': '45'}","{'key': 'revenues', 'value': '65100'}","{'key': 'revchange', 'value': '3.4'}","{'key': 'profits', 'value': '6220'}","{'key': 'prftchange', 'value': '8.7'}","{'key': 'assets', 'value': '91289'}","{'key': 'employees', 'value': '211500'}","{'key': 'mktval', 'value': '106470'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqcity', 'value': 'Hartford'}","{'key': 'hqstate', 'value': 'CT'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Aerospace & Defense'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'United Technologies'}"
"{'key': 'rank', 'value': '44'}","{'key': 'revenues', 'value': '66683'}","{'key': 'revchange', 'value': '0.4'}","{'key': 'profits', 'value': '6513'}","{'key': 'prftchange', 'value': '-3.4'}","{'key': 'assets', 'value': '70509'}","{'key': 'employees', 'value': '271000'}","{'key': 'mktval', 'value': '141744'}","{'key': 'industry', 'value': 'Food Consumer Products'}","{'key': 'hqcity', 'value': 'Purchase'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'yes'}","{'key': 'ceowoman', 'value': 'yes'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Food, Beverages & Tobacco'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'PepsiCo'}"
"{'key': 'rank', 'value': '43'}","{'key': 'revenues', 'value': '68775'}","{'key': 'revchange', 'value': '6.4'}","{'key': 'profits', 'value': '8380'}","{'key': 'prftchange', 'value': '22.9'}","{'key': 'assets', 'value': '159339'}","{'key': 'employees', 'value': '139000'}","{'key': 'mktval', 'value': '143494'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqcity', 'value': 'Philadelphia'}","{'key': 'hqstate', 'value': 'PA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Telecommunications'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Comcast'}"
"{'key': 'rank', 'value': '42'}","{'key': 'revenues', 'value': '69367'}","{'key': 'revchange', 'value': '-14.6'}","{'key': 'profits', 'value': '7690'}","{'key': 'prftchange', 'value': '-84.2'}","{'key': 'assets', 'value': '1945539'}","{'key': 'employees', 'value': '4982'}","{'key': 'mktval', 'value': '1482'}","{'key': 'industry', 'value': 'Diversified Financials'}","{'key': 'hqcity', 'value': 'McLean'}","{'key': 'hqstate', 'value': 'VA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Financials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Freddie Mac'}"
"{'key': 'rank', 'value': '41'}","{'key': 'revenues', 'value': '71160'}","{'key': 'revchange', 'value': '4.2'}","{'key': 'profits', 'value': '4191'}","{'key': 'prftchange', 'value': '-19.2'}","{'key': 'assets', 'value': '239143'}","{'key': 'employees', 'value': '73262'}","{'key': 'mktval', 'value': ''}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Mutual)'}","{'key': 'hqcity', 'value': 'Bloomington'}","{'key': 'hqstate', 'value': 'IL'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Financials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'State Farm Insurance Cos.'}"
"{'key': 'rank', 'value': '40'}","{'key': 'revenues', 'value': '71487'}","{'key': 'revchange', 'value': '17.9'}","{'key': 'profits', 'value': '14444'}","{'key': 'prftchange', 'value': '11.8'}","{'key': 'assets', 'value': '131133'}","{'key': 'employees', 'value': '53600'}","{'key': 'mktval', 'value': '377542'}","{'key': 'industry', 'value': 'Internet Services and Retailing'}","{'key': 'hqcity', 'value': 'Mountain View'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'yes'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Technology'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Alphabet'}"
"{'key': 'rank', 'value': '39'}","{'key': 'revenues', 'value': '73316'}","{'key': 'revchange', 'value': '7.5'}","{'key': 'profits', 'value': '6309'}","{'key': 'prftchange', 'value': '87.3'}","{'key': 'assets', 'value': '902337'}","{'key': 'employees', 'value': '68000'}","{'key': 'mktval', 'value': '56578'}","{'key': 'industry', 'value': 'Insurance: Life, Health (stock)'}","{'key': 'hqcity', 'value': 'New York'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Financials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'MetLife'}"
"{'key': 'rank', 'value': '38'}","{'key': 'revenues', 'value': '73874'}","{'key': 'revchange', 'value': '3.4'}","{'key': 'profits', 'value': '2570'}","{'key': 'prftchange', 'value': '3.2'}","{'key': 'assets', 'value': '62065'}","{'key': 'employees', 'value': '51500'}","{'key': 'mktval', 'value': '41195'}","{'key': 'industry', 'value': 'Health Care: Insurance and Managed Care'}","{'key': 'hqcity', 'value': 'Indianapolis'}","{'key': 'hqstate', 'value': 'IN'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Health Care'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Anthem'}"
"{'key': 'rank', 'value': '37'}","{'key': 'revenues', 'value': '74331'}","{'key': 'revchange', 'value': '4.2'}","{'key': 'profits', 'value': '16323'}","{'key': 'prftchange', 'value': '18'}","{'key': 'assets', 'value': '131119'}","{'key': 'employees', 'value': '126500'}","{'key': 'mktval', 'value': '279717'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqcity', 'value': 'New Brunswick'}","{'key': 'hqstate', 'value': 'NJ'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Health Care'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Johnson &amp; Johnson'}"
"{'key': 'rank', 'value': '36'}","{'key': 'revenues', 'value': '74520'}","{'key': 'revchange', 'value': '2.7'}","{'key': 'profits', 'value': '-1636'}","{'key': 'prftchange', 'value': '-183'}","{'key': 'assets', 'value': '41404'}","{'key': 'employees', 'value': '347000'}","{'key': 'mktval', 'value': '52668'}","{'key': 'industry', 'value': 'General Merchandisers'}","{'key': 'hqcity', 'value': 'Minneapolis'}","{'key': 'hqstate', 'value': 'MN'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Retailing'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Target'}"
"{'key': 'rank', 'value': '35'}","{'key': 'revenues', 'value': '76392'}","{'key': 'revchange', 'value': '5.8'}","{'key': 'profits', 'value': '1932'}","{'key': 'prftchange', 'value': '-21.1'}","{'key': 'assets', 'value': '37182'}","{'key': 'employees', 'value': '213000'}","{'key': 'mktval', 'value': '92365'}","{'key': 'industry', 'value': 'Food and Drug Stores'}","{'key': 'hqcity', 'value': 'Deerfield'}","{'key': 'hqstate', 'value': 'IL'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'yes'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Food & Drug Stores'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Walgreens'}"
"{'key': 'rank', 'value': '34'}","{'key': 'revenues', 'value': '81201'}","{'key': 'revchange', 'value': '-9.6'}","{'key': 'profits', 'value': '2248'}","{'key': 'prftchange', 'value': '67.5'}","{'key': 'assets', 'value': '44027'}","{'key': 'employees', 'value': '33900'}","{'key': 'mktval', 'value': '29812'}","{'key': 'industry', 'value': 'Food Production'}","{'key': 'hqcity', 'value': 'Chicago'}","{'key': 'hqstate', 'value': 'IL'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'yes'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Food, Beverages & Tobacco'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Archer Daniels Midland'}"
"{'key': 'rank', 'value': '33'}","{'key': 'revenues', 'value': '83176'}","{'key': 'revchange', 'value': '5.5'}","{'key': 'profits', 'value': '6345'}","{'key': 'prftchange', 'value': '17.8'}","{'key': 'assets', 'value': '39946'}","{'key': 'employees', 'value': '371000'}","{'key': 'mktval', 'value': '148533'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqcity', 'value': 'Atlanta'}","{'key': 'hqstate', 'value': 'GA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Retailing'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Home Depot'}"
"{'key': 'rank', 'value': '32'}","{'key': 'revenues', 'value': '84537'}","{'key': 'revchange', 'value': '0.4'}","{'key': 'profits', 'value': '11643'}","{'key': 'prftchange', 'value': '2.9'}","{'key': 'assets', 'value': '144266'}","{'key': 'employees', 'value': '118000'}","{'key': 'mktval', 'value': '221280'}","{'key': 'industry', 'value': 'Household and Personal Products'}","{'key': 'hqcity', 'value': 'Cincinnati'}","{'key': 'hqstate', 'value': 'OH'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Household Products'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Procter &amp; Gamble'}"
"{'key': 'rank', 'value': '31'}","{'key': 'revenues', 'value': '86833'}","{'key': 'revchange', 'value': '11.5'}","{'key': 'profits', 'value': '22074'}","{'key': 'prftchange', 'value': '1'}","{'key': 'assets', 'value': '172384'}","{'key': 'employees', 'value': '128000'}","{'key': 'mktval', 'value': '333525'}","{'key': 'industry', 'value': 'Computer Software'}","{'key': 'hqcity', 'value': 'Redmond'}","{'key': 'hqstate', 'value': 'WA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'yes'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Technology'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Microsoft'}"
"{'key': 'rank', 'value': '30'}","{'key': 'revenues', 'value': '88372'}","{'key': 'revchange', 'value': '0.3'}","{'key': 'profits', 'value': '23057'}","{'key': 'prftchange', 'value': '5.4'}","{'key': 'assets', 'value': '1687155'}","{'key': 'employees', 'value': '264500'}","{'key': 'mktval', 'value': '279920'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqcity', 'value': 'San Francisco'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Financials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Wells Fargo'}"
"{'key': 'rank', 'value': '29'}","{'key': 'revenues', 'value': '88988'}","{'key': 'revchange', 'value': '19.5'}","{'key': 'profits', 'value': '-241'}","{'key': 'prftchange', 'value': '-188'}","{'key': 'assets', 'value': '54505'}","{'key': 'employees', 'value': '154100'}","{'key': 'mktval', 'value': '172797'}","{'key': 'industry', 'value': 'Internet Services and Retailing'}","{'key': 'hqcity', 'value': 'Seattle'}","{'key': 'hqstate', 'value': 'WA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'yes'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Technology'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Amazon.com'}"
"{'key': 'rank', 'value': '28'}","{'key': 'revenues', 'value': '90646'}","{'key': 'revchange', 'value': '-3.2'}","{'key': 'profits', 'value': '7313'}","{'key': 'prftchange', 'value': '-46.5'}","{'key': 'assets', 'value': '1842530'}","{'key': 'employees', 'value': '241000'}","{'key': 'mktval', 'value': '156304'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqcity', 'value': 'New York'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Financials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Citigroup'}"
"{'key': 'rank', 'value': '27'}","{'key': 'revenues', 'value': '90762'}","{'key': 'revchange', 'value': '4.8'}","{'key': 'profits', 'value': '5446'}","{'key': 'prftchange', 'value': '18.8'}","{'key': 'assets', 'value': '99198'}","{'key': 'employees', 'value': '165500'}","{'key': 'mktval', 'value': '105032'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqcity', 'value': 'Chicago'}","{'key': 'hqstate', 'value': 'IL'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Aerospace & Defense'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Boeing'}"
"{'key': 'rank', 'value': '26'}","{'key': 'revenues', 'value': '91084'}","{'key': 'revchange', 'value': '-9.9'}","{'key': 'profits', 'value': '1166'}","{'key': 'prftchange', 'value': '249.1'}","{'key': 'assets', 'value': '26033'}","{'key': 'employees', 'value': '34000'}","{'key': 'mktval', 'value': '29801'}","{'key': 'industry', 'value': 'Wholesalers: Health Care'}","{'key': 'hqcity', 'value': 'Dublin'}","{'key': 'hqstate', 'value': 'OH'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Wholesalers'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cardinal Health'}"
"{'key': 'rank', 'value': '25'}","{'key': 'revenues', 'value': '91417'}","{'key': 'revchange', 'value': '-2.7'}","{'key': 'profits', 'value': '2524'}","{'key': 'prftchange', 'value': '19.5'}","{'key': 'assets', 'value': '30460'}","{'key': 'employees', 'value': '45340'}","{'key': 'mktval', 'value': '27959'}","{'key': 'industry', 'value': 'Petroleum Refining'}","{'key': 'hqcity', 'value': 'Findlay'}","{'key': 'hqstate', 'value': 'OH'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Energy'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Marathon Petroleum'}"
