0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"{'key': 'rank', 'value': '429'}","{'key': 'revenues', 'value': '6319'}","{'key': 'revchange', 'value': '1.2'}","{'key': 'profits', 'value': '-794'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '14040'}","{'key': 'employees', 'value': '19200'}","{'key': 'mktval', 'value': '422'}","{'key': 'industry', 'value': 'Entertainment'}","{'key': 'hqcity', 'value': 'San Antonio'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Media'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'iHeartMedia'}"
"{'key': 'rank', 'value': '428'}","{'key': 'revenues', 'value': '6325'}","{'key': 'revchange', 'value': '-0.1'}","{'key': 'profits', 'value': '638'}","{'key': 'prftchange', 'value': '26.2'}","{'key': 'assets', 'value': '9219'}","{'key': 'employees', 'value': '12490'}","{'key': 'mktval', 'value': '11055'}","{'key': 'industry', 'value': 'Computer Peripherals'}","{'key': 'hqcity', 'value': 'Sunnyvale'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Technology'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'NetApp'}"
"{'key': 'rank', 'value': '427'}","{'key': 'revenues', 'value': '6330'}","{'key': 'revchange', 'value': '-2.9'}","{'key': 'profits', 'value': '249'}","{'key': 'prftchange', 'value': '15.3'}","{'key': 'assets', 'value': '4360'}","{'key': 'employees', 'value': '25000'}","{'key': 'mktval', 'value': '4788'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqcity', 'value': 'Glendale'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Chemicals'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Avery Dennison'}"
"{'key': 'rank', 'value': '426'}","{'key': 'revenues', 'value': '6333'}","{'key': 'revchange', 'value': '10.8'}","{'key': 'profits', 'value': '770'}","{'key': 'prftchange', 'value': '14.2'}","{'key': 'assets', 'value': '14770'}","{'key': 'employees', 'value': '40000'}","{'key': 'mktval', 'value': ''}","{'key': 'industry', 'value': 'Securities'}","{'key': 'hqcity', 'value': 'Des Peres'}","{'key': 'hqstate', 'value': 'MO'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Financials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Jones Financial'}"
"{'key': 'rank', 'value': '425'}","{'key': 'revenues', 'value': '6337'}","{'key': 'revchange', 'value': '4.5'}","{'key': 'profits', 'value': '564'}","{'key': 'prftchange', 'value': '-2.7'}","{'key': 'assets', 'value': '19220'}","{'key': 'employees', 'value': '4377'}","{'key': 'mktval', 'value': ''}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Mutual)'}","{'key': 'hqcity', 'value': 'Lansing'}","{'key': 'hqstate', 'value': 'MI'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Financials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Auto-Owners Insurance'}"
"{'key': 'rank', 'value': '424'}","{'key': 'revenues', 'value': '6366'}","{'key': 'revchange', 'value': '-11.8'}","{'key': 'profits', 'value': '-1262'}","{'key': 'prftchange', 'value': '-1782.7'}","{'key': 'assets', 'value': '4199'}","{'key': 'employees', 'value': '25000'}","{'key': 'mktval', 'value': '2088'}","{'key': 'industry', 'value': 'Engineering, Construction'}","{'key': 'hqcity', 'value': 'Houston'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'yes'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Engineering & Construction'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'KBR'}"
"{'key': 'rank', 'value': '423'}","{'key': 'revenues', 'value': '6381'}","{'key': 'revchange', 'value': '-6.7'}","{'key': 'profits', 'value': '-47'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '3537'}","{'key': 'employees', 'value': '37500'}","{'key': 'mktval', 'value': '1518'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqcity', 'value': 'New York'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Retailing'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Barnes &amp; Noble'}"
"{'key': 'rank', 'value': '422'}","{'key': 'revenues', 'value': '6417'}","{'key': 'revchange', 'value': '5.7'}","{'key': 'profits', 'value': '679'}","{'key': 'prftchange', 'value': '37.7'}","{'key': 'assets', 'value': '14521'}","{'key': 'employees', 'value': '40000'}","{'key': 'mktval', 'value': '19402'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqcity', 'value': 'Jacksonville'}","{'key': 'hqstate', 'value': 'FL'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Business Services'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Fidelity National Information Services'}"
"{'key': 'rank', 'value': '421'}","{'key': 'revenues', 'value': '6444'}","{'key': 'revchange', 'value': '0.4'}","{'key': 'profits', 'value': '169'}","{'key': 'prftchange', 'value': '36.2'}","{'key': 'assets', 'value': '3389'}","{'key': 'employees', 'value': '27000'}","{'key': 'mktval', 'value': '2927'}","{'key': 'industry', 'value': 'Engineering, Construction'}","{'key': 'hqcity', 'value': 'Norwalk'}","{'key': 'hqstate', 'value': 'CT'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Engineering & Construction'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'EMCOR Group'}"
"{'key': 'rank', 'value': '420'}","{'key': 'revenues', 'value': '6446'}","{'key': 'revchange', 'value': '3.5'}","{'key': 'profits', 'value': '195'}","{'key': 'prftchange', 'value': '-2.8'}","{'key': 'assets', 'value': '3587'}","{'key': 'employees', 'value': '9100'}","{'key': 'mktval', 'value': '2502'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqcity', 'value': 'Glenview'}","{'key': 'hqstate', 'value': 'IL'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Wholesalers'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Anixter International'}"
"{'key': 'rank', 'value': '419'}","{'key': 'revenues', 'value': '6461'}","{'key': 'revchange', 'value': '-0.9'}","{'key': 'profits', 'value': '311'}","{'key': 'prftchange', 'value': '-33.1'}","{'key': 'assets', 'value': '6765'}","{'key': 'employees', 'value': '14312'}","{'key': 'mktval', 'value': '5018'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqcity', 'value': 'Bethpage'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Telecommunications'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cablevision Systems'}"
"{'key': 'rank', 'value': '418'}","{'key': 'revenues', 'value': '6471'}","{'key': 'revchange', 'value': '14.3'}","{'key': 'profits', 'value': '530'}","{'key': 'prftchange', 'value': '-0.4'}","{'key': 'assets', 'value': '24866'}","{'key': 'employees', 'value': '8982'}","{'key': 'mktval', 'value': '13964'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqcity', 'value': 'Merrillville'}","{'key': 'hqstate', 'value': 'IN'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Energy'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'NiSource'}"
"{'key': 'rank', 'value': '417'}","{'key': 'revenues', 'value': '6473'}","{'key': 'revchange', 'value': '-3'}","{'key': 'profits', 'value': '365'}","{'key': 'prftchange', 'value': '78'}","{'key': 'assets', 'value': '3677'}","{'key': 'employees', 'value': '10778'}","{'key': 'mktval', 'value': '4837'}","{'key': 'industry', 'value': 'Food Production'}","{'key': 'hqcity', 'value': 'Shawnee Mission'}","{'key': 'hqstate', 'value': 'KS'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Food, Beverages & Tobacco'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Seaboard'}"
"{'key': 'rank', 'value': '416'}","{'key': 'revenues', 'value': '6503'}","{'key': 'revchange', 'value': '-9.7'}","{'key': 'profits', 'value': '1481'}","{'key': 'prftchange', 'value': '-19.3'}","{'key': 'assets', 'value': '138706'}","{'key': 'employees', 'value': '18351'}","{'key': 'mktval', 'value': '15367'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqcity', 'value': 'Cincinnati'}","{'key': 'hqstate', 'value': 'OH'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Financials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Fifth Third Bancorp'}"
"{'key': 'rank', 'value': '415'}","{'key': 'revenues', 'value': '6506'}","{'key': 'revchange', 'value': '16.8'}","{'key': 'profits', 'value': '-97'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '4859'}","{'key': 'employees', 'value': '8313'}","{'key': 'mktval', 'value': '795'}","{'key': 'industry', 'value': 'Metals'}","{'key': 'hqcity', 'value': 'West Chester'}","{'key': 'hqstate', 'value': 'OH'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Materials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AK Steel Holding'}"
"{'key': 'rank', 'value': '414'}","{'key': 'revenues', 'value': '6551'}","{'key': 'revchange', 'value': '4.4'}","{'key': 'profits', 'value': '145'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '6108'}","{'key': 'employees', 'value': '12089'}","{'key': 'mktval', 'value': '7484'}","{'key': 'industry', 'value': 'Health Care: Pharmacy and Other Services'}","{'key': 'hqcity', 'value': 'Cincinnati'}","{'key': 'hqstate', 'value': 'OH'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'yes'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Health Care'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Omnicare'}"
"{'key': 'rank', 'value': '413'}","{'key': 'revenues', 'value': '6565'}","{'key': 'revchange', 'value': '8'}","{'key': 'profits', 'value': '377'}","{'key': 'prftchange', 'value': '8.1'}","{'key': 'assets', 'value': '2891'}","{'key': 'employees', 'value': '14659'}","{'key': 'mktval', 'value': '9239'}","{'key': 'industry', 'value': 'Transportation and Logistics'}","{'key': 'hqcity', 'value': 'Seattle'}","{'key': 'hqstate', 'value': 'WA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Transportation'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Expeditors International of Washington'}"
"{'key': 'rank', 'value': '412'}","{'key': 'revenues', 'value': '6591'}","{'key': 'revchange', 'value': '7.6'}","{'key': 'profits', 'value': '191'}","{'key': 'prftchange', 'value': '-56.9'}","{'key': 'assets', 'value': '8607'}","{'key': 'employees', 'value': '30200'}","{'key': 'mktval', 'value': '4978'}","{'key': 'industry', 'value': 'Computers, Office Equipment'}","{'key': 'hqcity', 'value': 'Duluth'}","{'key': 'hqstate', 'value': 'GA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Technology'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'NCR'}"
"{'key': 'rank', 'value': '411'}","{'key': 'revenues', 'value': '6614'}","{'key': 'revchange', 'value': '-25.3'}","{'key': 'profits', 'value': '58'}","{'key': 'prftchange', 'value': '-10'}","{'key': 'assets', 'value': '1284'}","{'key': 'employees', 'value': '300'}","{'key': 'mktval', 'value': ''}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqcity', 'value': 'Overland Park'}","{'key': 'hqstate', 'value': 'KS'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'yes'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Wholesalers'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Lansing Trade Group'}"
"{'key': 'rank', 'value': '410'}","{'key': 'revenues', 'value': '6617'}","{'key': 'revchange', 'value': '-2.2'}","{'key': 'profits', 'value': '319'}","{'key': 'prftchange', 'value': '30.7'}","{'key': 'assets', 'value': '4930'}","{'key': 'employees', 'value': '22600'}","{'key': 'mktval', 'value': '3479'}","{'key': 'industry', 'value': 'Motor Vehicles and Parts'}","{'key': 'hqcity', 'value': 'Maumee'}","{'key': 'hqstate', 'value': 'OH'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Motor Vehicles & Parts'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Dana Holding'}"
"{'key': 'rank', 'value': '409'}","{'key': 'revenues', 'value': '6624'}","{'key': 'revchange', 'value': '4.3'}","{'key': 'profits', 'value': '827'}","{'key': 'prftchange', 'value': '9.3'}","{'key': 'assets', 'value': '6230'}","{'key': 'employees', 'value': '22500'}","{'key': 'mktval', 'value': '15710'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqcity', 'value': 'Milwaukee'}","{'key': 'hqstate', 'value': 'WI'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Industrials'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Rockwell Automation'}"
"{'key': 'rank', 'value': '408'}","{'key': 'revenues', 'value': '6628'}","{'key': 'revchange', 'value': '7.4'}","{'key': 'profits', 'value': '1007'}","{'key': 'prftchange', 'value': '-3.4'}","{'key': 'assets', 'value': '10290'}","{'key': 'employees', 'value': '8696'}","{'key': 'mktval', 'value': '13552'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqcity', 'value': 'Milpitas'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'yes'}","{'key': 'ceoforeign', 'value': 'yes'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Technology'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'SanDisk'}"
"{'key': 'rank', 'value': '407'}","{'key': 'revenues', 'value': '6639'}","{'key': 'revchange', 'value': '3.4'}","{'key': 'profits', 'value': '219'}","{'key': 'prftchange', 'value': '-8.1'}","{'key': 'assets', 'value': '9676'}","{'key': 'employees', 'value': '30600'}","{'key': 'mktval', 'value': '5055'}","{'key': 'industry', 'value': 'Trucking, Truck Leasing'}","{'key': 'hqcity', 'value': 'Miami'}","{'key': 'hqstate', 'value': 'FL'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Transportation'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ryder System'}"
"{'key': 'rank', 'value': '406'}","{'key': 'revenues', 'value': '6646'}","{'key': 'revchange', 'value': '30.1'}","{'key': 'profits', 'value': '273'}","{'key': 'prftchange', 'value': '70.3'}","{'key': 'assets', 'value': '8086'}","{'key': 'employees', 'value': '1720'}","{'key': 'mktval', 'value': '9609'}","{'key': 'industry', 'value': 'Pipelines'}","{'key': 'hqcity', 'value': 'Houston'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Energy'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Buckeye Partners'}"
"{'key': 'rank', 'value': '405'}","{'key': 'revenues', 'value': '6676'}","{'key': 'revchange', 'value': '-3.3'}","{'key': 'profits', 'value': '898'}","{'key': 'prftchange', 'value': '17.4'}","{'key': 'assets', 'value': '13539'}","{'key': 'employees', 'value': '20800'}","{'key': 'mktval', 'value': '15944'}","{'key': 'industry', 'value': 'Computer Software'}","{'key': 'hqcity', 'value': 'Mountain View'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Technology'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Symantec'}"
"{'key': 'rank', 'value': '404'}","{'key': 'revenues', 'value': '6731'}","{'key': 'revchange', 'value': '19.4'}","{'key': 'profits', 'value': '277'}","{'key': 'prftchange', 'value': '-21.3'}","{'key': 'assets', 'value': '11282'}","{'key': 'employees', 'value': '4524'}","{'key': 'mktval', 'value': '5759'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqcity', 'value': 'Chicago'}","{'key': 'hqstate', 'value': 'IL'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'sector', 'value': 'Energy'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Integrys Energy Group'}"
"{'key': 'rank', 'value': '403'}","{'key': 'revenues', 'value': '6740'}","{'key': 'revchange', 'value': '33.1'}","{'key': 'profits', 'value': '382'}","{'key': 'prftchange', 'value': '22.4'}","{'key': 'assets', 'value': '5574'}","{'key': 'employees', 'value': '29500'}","{'key': 'mktval', 'value': '7772'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqcity', 'value': 'Chicago'}","{'key': 'hqstate', 'value': 'IL'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'sector', 'value': 'Wholesalers'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'LKQ'}"
