0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
"{'key': 'rank', 'value': '990'}","{'key': 'revenues', 'value': '1874.40'}","{'key': 'revchange', 'value': ''}","{'key': 'profits', 'value': '5.4'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '1299.80'}","{'key': 'mktval', 'value': '323.2'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'employees', 'value': '13375'}","{'key': 'rankchange', 'value': ''}","{'key': 'sector', 'value': 'Retailing'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqcity', 'value': 'Basking Ridge'}","{'key': 'hqstate', 'value': 'NJ'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Barnes &amp; Noble Education'}"
"{'key': 'rank', 'value': '989'}","{'key': 'revenues', 'value': '1877.20'}","{'key': 'revchange', 'value': '6.6'}","{'key': 'profits', 'value': '-9.2'}","{'key': 'prftchange', 'value': '-151.1'}","{'key': 'assets', 'value': '2258.70'}","{'key': 'mktval', 'value': '2113.40'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'employees', 'value': '5157'}","{'key': 'rankchange', 'value': ''}","{'key': 'sector', 'value': 'Aerospace & Defense'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqcity', 'value': 'El Segundo'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Aerojet Rocketdyne Holdings'}"
"{'key': 'rank', 'value': '988'}","{'key': 'revenues', 'value': '1881.30'}","{'key': 'revchange', 'value': '6.5'}","{'key': 'profits', 'value': '399.6'}","{'key': 'prftchange', 'value': '55.2'}","{'key': 'assets', 'value': '5747.60'}","{'key': 'mktval', 'value': '7025.00'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'employees', 'value': '8491'}","{'key': 'rankchange', 'value': ''}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqcity', 'value': 'Daytona Beach'}","{'key': 'hqstate', 'value': 'FL'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Brown &amp; Brown'}"
"{'key': 'rank', 'value': '987'}","{'key': 'revenues', 'value': '1906.30'}","{'key': 'revchange', 'value': '9.4'}","{'key': 'profits', 'value': '158.1'}","{'key': 'prftchange', 'value': '117.8'}","{'key': 'assets', 'value': '1749.50'}","{'key': 'mktval', 'value': '2724.90'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'employees', 'value': '8400'}","{'key': 'rankchange', 'value': ''}","{'key': 'sector', 'value': 'Engineering & Construction'}","{'key': 'industry', 'value': 'Engineering, Construction'}","{'key': 'hqcity', 'value': 'Daytona Beach'}","{'key': 'hqstate', 'value': 'FL'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'TopBuild'}"
"{'key': 'rank', 'value': '986'}","{'key': 'revenues', 'value': '1907.00'}","{'key': 'revchange', 'value': '8.2'}","{'key': 'profits', 'value': '25.9'}","{'key': 'prftchange', 'value': '-91.1'}","{'key': 'assets', 'value': '41842.50'}","{'key': 'mktval', 'value': ''}","{'key': 'rankchange1000', 'value': ''}","{'key': 'employees', 'value': '1300'}","{'key': 'rankchange', 'value': ''}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Insurance: Life, Health (stock)'}","{'key': 'hqcity', 'value': 'Cincinnati'}","{'key': 'hqstate', 'value': 'OH'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ohio National Mutual'}"
"{'key': 'rank', 'value': '985'}","{'key': 'revenues', 'value': '1907.20'}","{'key': 'revchange', 'value': '19.1'}","{'key': 'profits', 'value': '210.6'}","{'key': 'prftchange', 'value': '40.6'}","{'key': 'assets', 'value': '4110.70'}","{'key': 'mktval', 'value': '8961.60'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'employees', 'value': '20150'}","{'key': 'rankchange', 'value': ''}","{'key': 'sector', 'value': 'Hotels, Restaurants & Leisure'}","{'key': 'industry', 'value': 'Hotels, Casinos, Resorts'}","{'key': 'hqcity', 'value': 'Broomfield'}","{'key': 'hqstate', 'value': 'CO'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Vail Resorts'}"
"{'key': 'rank', 'value': '984'}","{'key': 'revenues', 'value': '1916.00'}","{'key': 'revchange', 'value': '47.9'}","{'key': 'profits', 'value': '339.1'}","{'key': 'prftchange', 'value': '223.6'}","{'key': 'assets', 'value': '2414.00'}","{'key': 'mktval', 'value': '6301.60'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'employees', 'value': '4923'}","{'key': 'rankchange', 'value': ''}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqcity', 'value': 'Andover'}","{'key': 'hqstate', 'value': 'MA'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'yes'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'MKS Instruments'}"
"{'key': 'rank', 'value': '983'}","{'key': 'revenues', 'value': '1916.30'}","{'key': 'revchange', 'value': '5.2'}","{'key': 'profits', 'value': '31.8'}","{'key': 'prftchange', 'value': '577.9'}","{'key': 'assets', 'value': '2221.00'}","{'key': 'mktval', 'value': '536.2'}","{'key': 'rankchange1000', 'value': '7'}","{'key': 'employees', 'value': '1100'}","{'key': 'rankchange', 'value': ''}","{'key': 'sector', 'value': 'Engineering & Construction'}","{'key': 'industry', 'value': 'Homebuilders'}","{'key': 'hqcity', 'value': 'Atlanta'}","{'key': 'hqstate', 'value': 'GA'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Beazer Homes USA'}"
"{'key': 'rank', 'value': '982'}","{'key': 'revenues', 'value': '1918.20'}","{'key': 'revchange', 'value': '-0.3'}","{'key': 'profits', 'value': '74.1'}","{'key': 'prftchange', 'value': '9.1'}","{'key': 'assets', 'value': '3539.30'}","{'key': 'mktval', 'value': '3086.10'}","{'key': 'rankchange1000', 'value': '-24'}","{'key': 'employees', 'value': '8000'}","{'key': 'rankchange', 'value': ''}","{'key': 'sector', 'value': 'Industrials'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqcity', 'value': 'Milwaukee'}","{'key': 'hqstate', 'value': 'WI'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Rexnord'}"
"{'key': 'rank', 'value': '981'}","{'key': 'revenues', 'value': '1918.20'}","{'key': 'revchange', 'value': '52.6'}","{'key': 'profits', 'value': '494.3'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '5042.60'}","{'key': 'mktval', 'value': '8923.50'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'employees', 'value': '910'}","{'key': 'rankchange', 'value': ''}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqcity', 'value': 'Denver'}","{'key': 'hqstate', 'value': 'CO'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cimarex Energy'}"
"{'key': 'rank', 'value': '980'}","{'key': 'revenues', 'value': '1921.50'}","{'key': 'revchange', 'value': '-15.4'}","{'key': 'profits', 'value': '166.4'}","{'key': 'prftchange', 'value': '576.8'}","{'key': 'assets', 'value': '3024.00'}","{'key': 'mktval', 'value': '1826.70'}","{'key': 'rankchange1000', 'value': '-109'}","{'key': 'employees', 'value': '8200'}","{'key': 'rankchange', 'value': ''}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqcity', 'value': 'Houston'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': ''}","{'key': 'rankdrop', 'value': ''}","{'key': 'newcomer', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Oceaneering International'}"
