0,1,2,3,4,5,6,7,8,9,10
"{'key': 'rank', 'value': '395'}","{'key': 'revenues', 'value': '6784'}","{'key': 'revchange', 'value': '11.8'}","{'key': 'profits', 'value': '9.3'}","{'key': 'prftchange', 'value': '31.5'}","{'key': 'assets', 'value': '437'}","{'key': 'mktval', 'value': '120'}","{'key': 'employees', 'value': '83'}","{'key': 'rankchange1000', 'value': '31'}","{'key': 'rankchange', 'value': '31'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'A-Mark Precious Metals'}"
"{'key': 'rank', 'value': '466'}","{'key': 'revenues', 'value': '5555'}","{'key': 'revchange', 'value': '27'}","{'key': 'profits', 'value': '187.2'}","{'key': 'prftchange', 'value': '-16.2'}","{'key': 'assets', 'value': '3521'}","{'key': 'mktval', 'value': '4393'}","{'key': 'employees', 'value': '7000'}","{'key': 'rankchange1000', 'value': '93'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Patterson'}"
"{'key': 'rank', 'value': '465'}","{'key': 'revenues', 'value': '5568'}","{'key': 'revchange', 'value': '-14.4'}","{'key': 'profits', 'value': '2488'}","{'key': 'prftchange', 'value': '183.4'}","{'key': 'assets', 'value': '11767'}","{'key': 'mktval', 'value': '18986'}","{'key': 'employees', 'value': '11000'}","{'key': 'rankchange1000', 'value': '-65'}","{'key': 'rankchange', 'value': '-65'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Symantec'}"
"{'key': 'rank', 'value': '396'}","{'key': 'revenues', 'value': '6780'}","{'key': 'revchange', 'value': '8.9'}","{'key': 'profits', 'value': '437.1'}","{'key': 'prftchange', 'value': '6.5'}","{'key': 'assets', 'value': '2675'}","{'key': 'mktval', 'value': '8960'}","{'key': 'employees', 'value': '19500'}","{'key': 'rankchange1000', 'value': '19'}","{'key': 'rankchange', 'value': '19'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tractor Supply'}"
"{'key': 'rank', 'value': '397'}","{'key': 'revenues', 'value': '6778'}","{'key': 'revchange', 'value': '-3.6'}","{'key': 'profits', 'value': '486.4'}","{'key': 'prftchange', 'value': '45'}","{'key': 'assets', 'value': '7389'}","{'key': 'mktval', 'value': '8432'}","{'key': 'employees', 'value': '23000'}","{'key': 'rankchange1000', 'value': '-22'}","{'key': 'rankchange', 'value': '-22'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sealed Air'}"
"{'key': 'rank', 'value': '464'}","{'key': 'revenues', 'value': '5576'}","{'key': 'revchange', 'value': '7.7'}","{'key': 'profits', 'value': '343'}","{'key': 'prftchange', 'value': '19.1'}","{'key': 'assets', 'value': '8832'}","{'key': 'mktval', 'value': '4332'}","{'key': 'employees', 'value': '19531'}","{'key': 'rankchange1000', 'value': '33'}","{'key': 'rankchange', 'value': '33'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'First American Financial'}"
"{'key': 'rank', 'value': '398'}","{'key': 'revenues', 'value': '6775'}","{'key': 'revchange', 'value': '4'}","{'key': 'profits', 'value': '706.3'}","{'key': 'prftchange', 'value': '-13.4'}","{'key': 'assets', 'value': '21571'}","{'key': 'mktval', 'value': ''}","{'key': 'employees', 'value': '4737'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Auto-Owners Insurance'}"
"{'key': 'rank', 'value': '463'}","{'key': 'revenues', 'value': '5591'}","{'key': 'revchange', 'value': '9'}","{'key': 'profits', 'value': '215.9'}","{'key': 'prftchange', 'value': '43.5'}","{'key': 'assets', 'value': '2575'}","{'key': 'mktval', 'value': '6836'}","{'key': 'employees', 'value': '40000'}","{'key': 'rankchange1000', 'value': '37'}","{'key': 'rankchange', 'value': '37'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Burlington Stores'}"
"{'key': 'rank', 'value': '399'}","{'key': 'revenues', 'value': '6752'}","{'key': 'revchange', 'value': ''}","{'key': 'profits', 'value': '502'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '3727'}","{'key': 'mktval', 'value': '10453'}","{'key': 'employees', 'value': '420000'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Yum China Holdings'}"
"{'key': 'rank', 'value': '462'}","{'key': 'revenues', 'value': '5595'}","{'key': 'revchange', 'value': '3.8'}","{'key': 'profits', 'value': '414.4'}","{'key': 'prftchange', 'value': '16.1'}","{'key': 'assets', 'value': '11490'}","{'key': 'mktval', 'value': '10148'}","{'key': 'employees', 'value': '24790'}","{'key': 'rankchange1000', 'value': '9'}","{'key': 'rankchange', 'value': '9'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Arthur J. Gallagher'}"
"{'key': 'rank', 'value': '400'}","{'key': 'revenues', 'value': '6716'}","{'key': 'revchange', 'value': '3.8'}","{'key': 'profits', 'value': '92'}","{'key': 'prftchange', 'value': '-60.9'}","{'key': 'assets', 'value': '19317'}","{'key': 'mktval', 'value': '3989'}","{'key': 'employees', 'value': '2372'}","{'key': 'rankchange1000', 'value': '2'}","{'key': 'rankchange', 'value': '2'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Calpine'}"
"{'key': 'rank', 'value': '461'}","{'key': 'revenues', 'value': '5599'}","{'key': 'revchange', 'value': '1.1'}","{'key': 'profits', 'value': '611'}","{'key': 'prftchange', 'value': '-0.2'}","{'key': 'assets', 'value': '9819'}","{'key': 'mktval', 'value': '8829'}","{'key': 'employees', 'value': '37800'}","{'key': 'rankchange1000', 'value': '5'}","{'key': 'rankchange', 'value': '5'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Wyndham Worldwide'}"
"{'key': 'rank', 'value': '500'}","{'key': 'revenues', 'value': '5145'}","{'key': 'revchange', 'value': '-2.8'}","{'key': 'profits', 'value': '57.2'}","{'key': 'prftchange', 'value': '-25'}","{'key': 'assets', 'value': '2281'}","{'key': 'mktval', 'value': '2428'}","{'key': 'employees', 'value': '110000'}","{'key': 'rankchange1000', 'value': '-15'}","{'key': 'rankchange', 'value': '-15'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'ABM Industries'}"
"{'key': 'rank', 'value': '499'}","{'key': 'revenues', 'value': '5164'}","{'key': 'revchange', 'value': ''}","{'key': 'profits', 'value': ''}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '15167'}","{'key': 'mktval', 'value': '6968'}","{'key': 'employees', 'value': '4431'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Vistra Energy'}"
"{'key': 'rank', 'value': '498'}","{'key': 'revenues', 'value': '5169'}","{'key': 'revchange', 'value': '4'}","{'key': 'profits', 'value': '-214.3'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '48083'}","{'key': 'mktval', 'value': '44391'}","{'key': 'employees', 'value': '8500'}","{'key': 'rankchange1000', 'value': '15'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Yahoo'}"
"{'key': 'rank', 'value': '497'}","{'key': 'revenues', 'value': '5170'}","{'key': 'revchange', 'value': '23.9'}","{'key': 'profits', 'value': '382.1'}","{'key': 'prftchange', 'value': '5.2'}","{'key': 'assets', 'value': '9737'}","{'key': 'mktval', 'value': '5872'}","{'key': 'employees', 'value': '4200'}","{'key': 'rankchange1000', 'value': '79'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Toll Brothers'}"
"{'key': 'rank', 'value': '496'}","{'key': 'revenues', 'value': '5197'}","{'key': 'revchange', 'value': '5.8'}","{'key': 'profits', 'value': '378.2'}","{'key': 'prftchange', 'value': '4.2'}","{'key': 'assets', 'value': '2148'}","{'key': 'mktval', 'value': '4229'}","{'key': 'employees', 'value': '31000'}","{'key': 'rankchange1000', 'value': '21'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Michaels Cos.'}"
"{'key': 'rank', 'value': '495'}","{'key': 'revenues', 'value': '5200'}","{'key': 'revchange', 'value': '0.2'}","{'key': 'profits', 'value': '152.8'}","{'key': 'prftchange', 'value': '7'}","{'key': 'assets', 'value': '1608'}","{'key': 'mktval', 'value': '2180'}","{'key': 'employees', 'value': '23150'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Big Lots'}"
"{'key': 'rank', 'value': '494'}","{'key': 'revenues', 'value': '5236'}","{'key': 'revchange', 'value': '-2.3'}","{'key': 'profits', 'value': '15'}","{'key': 'prftchange', 'value': '-81.3'}","{'key': 'assets', 'value': '2671'}","{'key': 'mktval', 'value': ''}","{'key': 'employees', 'value': '20000'}","{'key': 'rankchange1000', 'value': '-16'}","{'key': 'rankchange', 'value': '-16'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CH2M Hill'}"
"{'key': 'rank', 'value': '493'}","{'key': 'revenues', 'value': '5250'}","{'key': 'revchange', 'value': '3.1'}","{'key': 'profits', 'value': '343.4'}","{'key': 'prftchange', 'value': '-4'}","{'key': 'assets', 'value': '1778'}","{'key': 'mktval', 'value': '6240'}","{'key': 'employees', 'value': '16400'}","{'key': 'rankchange1000', 'value': '10'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Robert Half International'}"
"{'key': 'rank', 'value': '492'}","{'key': 'revenues', 'value': '5259'}","{'key': 'revchange', 'value': '-0.1'}","{'key': 'profits', 'value': '728'}","{'key': 'prftchange', 'value': '6.1'}","{'key': 'assets', 'value': '7707'}","{'key': 'mktval', 'value': '12711'}","{'key': 'employees', 'value': '19000'}","{'key': 'rankchange1000', 'value': '-2'}","{'key': 'rankchange', 'value': '-2'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Rockwell Collins'}"
"{'key': 'rank', 'value': '491'}","{'key': 'revenues', 'value': '5276'}","{'key': 'revchange', 'value': '10'}","{'key': 'profits', 'value': '680'}","{'key': 'prftchange', 'value': '962.5'}","{'key': 'assets', 'value': '31377'}","{'key': 'mktval', 'value': '13055'}","{'key': 'employees', 'value': '3626'}","{'key': 'rankchange1000', 'value': '34'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Liberty Media'}"
"{'key': 'rank', 'value': '490'}","{'key': 'revenues', 'value': '5277'}","{'key': 'revchange', 'value': '-4.4'}","{'key': 'profits', 'value': '120.8'}","{'key': 'prftchange', 'value': '124.5'}","{'key': 'assets', 'value': '2028'}","{'key': 'mktval', 'value': '836'}","{'key': 'employees', 'value': '7500'}","{'key': 'rankchange1000', 'value': '-23'}","{'key': 'rankchange', 'value': '-23'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Kelly Services'}"
"{'key': 'rank', 'value': '489'}","{'key': 'revenues', 'value': '5314'}","{'key': 'revchange', 'value': '0.2'}","{'key': 'profits', 'value': '337.5'}","{'key': 'prftchange', 'value': '-8.3'}","{'key': 'assets', 'value': '6135'}","{'key': 'mktval', 'value': ''}","{'key': 'employees', 'value': '17000'}","{'key': 'rankchange1000', 'value': '-5'}","{'key': 'rankchange', 'value': '-5'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Airgas'}"
"{'key': 'rank', 'value': '488'}","{'key': 'revenues', 'value': '5354'}","{'key': 'revchange', 'value': '-19.5'}","{'key': 'profits', 'value': '-1405'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '22519'}","{'key': 'mktval', 'value': '19547'}","{'key': 'employees', 'value': '3727'}","{'key': 'rankchange1000', 'value': '-100'}","{'key': 'rankchange', 'value': '-100'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Apache'}"
"{'key': 'rank', 'value': '487'}","{'key': 'revenues', 'value': '5369'}","{'key': 'revchange', 'value': '0.1'}","{'key': 'profits', 'value': '63.9'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '2164'}","{'key': 'mktval', 'value': '568'}","{'key': 'employees', 'value': '6600'}","{'key': 'rankchange1000', 'value': '-10'}","{'key': 'rankchange', 'value': '-10'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Essendant'}"
"{'key': 'rank', 'value': '486'}","{'key': 'revenues', 'value': '5379'}","{'key': 'revchange', 'value': '-3.8'}","{'key': 'profits', 'value': '312'}","{'key': 'prftchange', 'value': '82.5'}","{'key': 'assets', 'value': '4755'}","{'key': 'mktval', 'value': '4881'}","{'key': 'employees', 'value': '11781'}","{'key': 'rankchange1000', 'value': '-26'}","{'key': 'rankchange', 'value': '-26'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Seaboard'}"
"{'key': 'rank', 'value': '485'}","{'key': 'revenues', 'value': '5387'}","{'key': 'revchange', 'value': '-6.6'}","{'key': 'profits', 'value': '-383.5'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '11770'}","{'key': 'mktval', 'value': '1038'}","{'key': 'employees', 'value': '11870'}","{'key': 'rankchange1000', 'value': '-42'}","{'key': 'rankchange', 'value': '-42'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Windstream Holdings'}"
"{'key': 'rank', 'value': '484'}","{'key': 'revenues', 'value': '5389'}","{'key': 'revchange', 'value': '-5'}","{'key': 'profits', 'value': '900'}","{'key': 'prftchange', 'value': '196.1'}","{'key': 'assets', 'value': '8357'}","{'key': 'mktval', 'value': '12643'}","{'key': 'employees', 'value': '7293'}","{'key': 'rankchange1000', 'value': '-31'}","{'key': 'rankchange', 'value': '-31'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Celanese'}"
"{'key': 'rank', 'value': '483'}","{'key': 'revenues', 'value': '5398'}","{'key': 'revchange', 'value': '0.8'}","{'key': 'profits', 'value': '241.2'}","{'key': 'prftchange', 'value': '-47.2'}","{'key': 'assets', 'value': '43831'}","{'key': 'mktval', 'value': ''}","{'key': 'employees', 'value': '2178'}","{'key': 'rankchange1000', 'value': '-4'}","{'key': 'rankchange', 'value': '-4'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Western &amp; Southern Financial Group'}"
"{'key': 'rank', 'value': '482'}","{'key': 'revenues', 'value': '5400'}","{'key': 'revchange', 'value': ''}","{'key': 'profits', 'value': '7'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '6060'}","{'key': 'mktval', 'value': '7080'}","{'key': 'employees', 'value': '7000'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Chemours'}"
"{'key': 'rank', 'value': '481'}","{'key': 'revenues', 'value': '5406'}","{'key': 'revchange', 'value': '2.5'}","{'key': 'profits', 'value': '294.1'}","{'key': 'prftchange', 'value': '26.5'}","{'key': 'assets', 'value': '3010'}","{'key': 'mktval', 'value': '5307'}","{'key': 'employees', 'value': '22600'}","{'key': 'rankchange1000', 'value': '6'}","{'key': 'rankchange', 'value': '6'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Booz Allen Hamilton Holding'}"
"{'key': 'rank', 'value': '701'}","{'key': 'revenues', 'value': '3156'}","{'key': 'revchange', 'value': '36.9'}","{'key': 'profits', 'value': '50.1'}","{'key': 'prftchange', 'value': '-15'}","{'key': 'assets', 'value': '2450'}","{'key': 'mktval', 'value': '1923'}","{'key': 'employees', 'value': '12250'}","{'key': 'rankchange1000', 'value': '188'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Coca-Cola Bottling'}"
"{'key': 'rank', 'value': '702'}","{'key': 'revenues', 'value': '3150'}","{'key': 'revchange', 'value': '19.3'}","{'key': 'profits', 'value': '222.4'}","{'key': 'prftchange', 'value': '3.6'}","{'key': 'assets', 'value': '6558'}","{'key': 'mktval', 'value': '5971'}","{'key': 'employees', 'value': '15225'}","{'key': 'rankchange1000', 'value': '106'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Kar Auction Services'}"
"{'key': 'rank', 'value': '703'}","{'key': 'revenues', 'value': '3145'}","{'key': 'revchange', 'value': '18.1'}","{'key': 'profits', 'value': '488.8'}","{'key': 'prftchange', 'value': '13.9'}","{'key': 'assets', 'value': '6664'}","{'key': 'mktval', 'value': '16509'}","{'key': 'employees', 'value': '9500'}","{'key': 'rankchange1000', 'value': '98'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Equifax'}"
"{'key': 'rank', 'value': '704'}","{'key': 'revenues', 'value': '3143'}","{'key': 'revchange', 'value': '-1.4'}","{'key': 'profits', 'value': '-194.6'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '1761'}","{'key': 'mktval', 'value': '2209'}","{'key': 'employees', 'value': '8323'}","{'key': 'rankchange1000', 'value': '-16'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Groupon'}"
"{'key': 'rank', 'value': '705'}","{'key': 'revenues', 'value': '3140'}","{'key': 'revchange', 'value': '-2.8'}","{'key': 'profits', 'value': '-41.3'}","{'key': 'prftchange', 'value': '-134.6'}","{'key': 'assets', 'value': '4646'}","{'key': 'mktval', 'value': '5731'}","{'key': 'employees', 'value': '7450'}","{'key': 'rankchange1000', 'value': '-23'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'IAC/InterActiveCorp'}"
"{'key': 'rank', 'value': '706'}","{'key': 'revenues', 'value': '3137'}","{'key': 'revchange', 'value': '9'}","{'key': 'profits', 'value': '87.2'}","{'key': 'prftchange', 'value': '46.9'}","{'key': 'assets', 'value': '1431'}","{'key': 'mktval', 'value': '1605'}","{'key': 'employees', 'value': '23000'}","{'key': 'rankchange1000', 'value': '50'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Weis Markets'}"
"{'key': 'rank', 'value': '707'}","{'key': 'revenues', 'value': '3135'}","{'key': 'revchange', 'value': '-15.7'}","{'key': 'profits', 'value': '-640.9'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '5170'}","{'key': 'mktval', 'value': '1955'}","{'key': 'employees', 'value': '8500'}","{'key': 'rankchange1000', 'value': '-87'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Allegheny Technologies'}"
"{'key': 'rank', 'value': '708'}","{'key': 'revenues', 'value': '3128'}","{'key': 'revchange', 'value': '17.8'}","{'key': 'profits', 'value': '211.1'}","{'key': 'prftchange', 'value': '-0.7'}","{'key': 'assets', 'value': '6740'}","{'key': 'mktval', 'value': '6838'}","{'key': 'employees', 'value': '5490'}","{'key': 'rankchange1000', 'value': '96'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Pinnacle Foods'}"
"{'key': 'rank', 'value': '709'}","{'key': 'revenues', 'value': '3127'}","{'key': 'revchange', 'value': '-0.8'}","{'key': 'profits', 'value': '202.1'}","{'key': 'prftchange', 'value': '175'}","{'key': 'assets', 'value': '2703'}","{'key': 'mktval', 'value': '2504'}","{'key': 'employees', 'value': '7300'}","{'key': 'rankchange1000', 'value': '-10'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tempur Sealy International'}"
"{'key': 'rank', 'value': '710'}","{'key': 'revenues', 'value': '3121'}","{'key': 'revchange', 'value': '0.8'}","{'key': 'profits', 'value': '-161.6'}","{'key': 'prftchange', 'value': '-237.2'}","{'key': 'assets', 'value': '5137'}","{'key': 'mktval', 'value': '1775'}","{'key': 'employees', 'value': '16900'}","{'key': 'rankchange1000', 'value': '-1'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'SkyWest'}"
"{'key': 'rank', 'value': '711'}","{'key': 'revenues', 'value': '3116'}","{'key': 'revchange', 'value': '3.1'}","{'key': 'profits', 'value': '405'}","{'key': 'prftchange', 'value': '-3.4'}","{'key': 'assets', 'value': '4017'}","{'key': 'mktval', 'value': '10466'}","{'key': 'employees', 'value': '6932'}","{'key': 'rankchange1000', 'value': '9'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'International Flavors &amp; Fragrances'}"
"{'key': 'rank', 'value': '712'}","{'key': 'revenues', 'value': '3094'}","{'key': 'revchange', 'value': '96.2'}","{'key': 'profits', 'value': '30.9'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '1395'}","{'key': 'mktval', 'value': '1508'}","{'key': 'employees', 'value': '9000'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'BMC Stock Holdings'}"
"{'key': 'rank', 'value': '713'}","{'key': 'revenues', 'value': '3089'}","{'key': 'revchange', 'value': '-1.4'}","{'key': 'profits', 'value': '1067'}","{'key': 'prftchange', 'value': '56'}","{'key': 'assets', 'value': '4183'}","{'key': 'mktval', 'value': '17729'}","{'key': 'employees', 'value': '4500'}","{'key': 'rankchange1000', 'value': '-11'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Brown-Forman'}"
"{'key': 'rank', 'value': '714'}","{'key': 'revenues', 'value': '3084'}","{'key': 'revchange', 'value': '18.4'}","{'key': 'profits', 'value': '399'}","{'key': 'prftchange', 'value': '176.3'}","{'key': 'assets', 'value': '13253'}","{'key': 'mktval', 'value': '27297'}","{'key': 'employees', 'value': '3121'}","{'key': 'rankchange1000', 'value': '101'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Alexion Pharmaceuticals'}"
"{'key': 'rank', 'value': '715'}","{'key': 'revenues', 'value': '3077'}","{'key': 'revchange', 'value': '10.3'}","{'key': 'profits', 'value': '86.3'}","{'key': 'prftchange', 'value': '-18.9'}","{'key': 'assets', 'value': '3256'}","{'key': 'mktval', 'value': '2233'}","{'key': 'employees', 'value': '6400'}","{'key': 'rankchange1000', 'value': '59'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'KapStone Paper &amp; Packaging'}"
"{'key': 'rank', 'value': '716'}","{'key': 'revenues', 'value': '3076'}","{'key': 'revchange', 'value': '-0.9'}","{'key': 'profits', 'value': '-48'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '4305'}","{'key': 'mktval', 'value': '1919'}","{'key': 'employees', 'value': '7450'}","{'key': 'rankchange1000', 'value': '-9'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Time'}"
"{'key': 'rank', 'value': '717'}","{'key': 'revenues', 'value': '3060'}","{'key': 'revchange', 'value': '15.1'}","{'key': 'profits', 'value': '61.4'}","{'key': 'prftchange', 'value': '93.7'}","{'key': 'assets', 'value': '2095'}","{'key': 'mktval', 'value': '1973'}","{'key': 'employees', 'value': '2600'}","{'key': 'rankchange1000', 'value': '86'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'TriNet Group'}"
"{'key': 'rank', 'value': '718'}","{'key': 'revenues', 'value': '3060'}","{'key': 'revchange', 'value': ''}","{'key': 'profits', 'value': '170.3'}","{'key': 'prftchange', 'value': '97.8'}","{'key': 'assets', 'value': '1809'}","{'key': 'mktval', 'value': '1965'}","{'key': 'employees', 'value': '11900'}","{'key': 'rankchange1000', 'value': '-2'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Steelcase'}"
"{'key': 'rank', 'value': '719'}","{'key': 'revenues', 'value': '3057'}","{'key': 'revchange', 'value': '-2.8'}","{'key': 'profits', 'value': '179.9'}","{'key': 'prftchange', 'value': '17.3'}","{'key': 'assets', 'value': '9009'}","{'key': 'mktval', 'value': '5402'}","{'key': 'employees', 'value': '4000'}","{'key': 'rankchange1000', 'value': '-19'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'EchoStar'}"
