0,1,2,3,4,5,6,7,8,9,10
"{'key': 'rank', 'value': '720'}","{'key': 'revenues', 'value': '3053'}","{'key': 'revchange', 'value': '5.9'}","{'key': 'profits', 'value': '221.7'}","{'key': 'prftchange', 'value': '-22'}","{'key': 'assets', 'value': '15787'}","{'key': 'mktval', 'value': ''}","{'key': 'employees', 'value': '4110'}","{'key': 'rankchange1000', 'value': '35'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Sentry Insurance Group'}"
"{'key': 'rank', 'value': '721'}","{'key': 'revenues', 'value': '3049'}","{'key': 'revchange', 'value': '12'}","{'key': 'profits', 'value': '712.7'}","{'key': 'prftchange', 'value': '30.4'}","{'key': 'assets', 'value': '4154'}","{'key': 'mktval', 'value': '26161'}","{'key': 'employees', 'value': '2278'}","{'key': 'rankchange1000', 'value': '66'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Monster Beverage'}"
"{'key': 'rank', 'value': '722'}","{'key': 'revenues', 'value': '3048'}","{'key': 'revchange', 'value': '5.6'}","{'key': 'profits', 'value': '52.7'}","{'key': 'prftchange', 'value': '-63.9'}","{'key': 'assets', 'value': '2845'}","{'key': 'mktval', 'value': '952'}","{'key': 'employees', 'value': '20900'}","{'key': 'rankchange1000', 'value': '30'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Gannett'}"
"{'key': 'rank', 'value': '723'}","{'key': 'revenues', 'value': '3042'}","{'key': 'revchange', 'value': '-5.8'}","{'key': 'profits', 'value': '78.9'}","{'key': 'prftchange', 'value': '-64.3'}","{'key': 'assets', 'value': '2187'}","{'key': 'mktval', 'value': '842'}","{'key': 'employees', 'value': '14500'}","{'key': 'rankchange1000', 'value': '-40'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Fossil Group'}"
"{'key': 'rank', 'value': '724'}","{'key': 'revenues', 'value': '3042'}","{'key': 'revchange', 'value': '6.4'}","{'key': 'profits', 'value': '218.9'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '9920'}","{'key': 'mktval', 'value': ''}","{'key': 'employees', 'value': '4160'}","{'key': 'rankchange1000', 'value': '35'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Univision Communications'}"
"{'key': 'rank', 'value': '725'}","{'key': 'revenues', 'value': '3042'}","{'key': 'revchange', 'value': '17.9'}","{'key': 'profits', 'value': '149.5'}","{'key': 'prftchange', 'value': '16.2'}","{'key': 'assets', 'value': '2889'}","{'key': 'mktval', 'value': '1484'}","{'key': 'employees', 'value': '1485'}","{'key': 'rankchange1000', 'value': '97'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Meritage Homes'}"
"{'key': 'rank', 'value': '726'}","{'key': 'revenues', 'value': '3041'}","{'key': 'revchange', 'value': '-32.8'}","{'key': 'profits', 'value': '-83'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '2164'}","{'key': 'mktval', 'value': '1742'}","{'key': 'employees', 'value': '3516'}","{'key': 'rankchange1000', 'value': '-185'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'MRC Global'}"
"{'key': 'rank', 'value': '727'}","{'key': 'revenues', 'value': '3038'}","{'key': 'revchange', 'value': '-1.3'}","{'key': 'profits', 'value': '374.3'}","{'key': 'prftchange', 'value': '-21'}","{'key': 'assets', 'value': '2858'}","{'key': 'mktval', 'value': '4817'}","{'key': 'employees', 'value': '48600'}","{'key': 'rankchange1000', 'value': '-15'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'H&amp;R Block'}"
"{'key': 'rank', 'value': '728'}","{'key': 'revenues', 'value': '3034'}","{'key': 'revchange', 'value': '6.9'}","{'key': 'profits', 'value': '109.3'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '4975'}","{'key': 'mktval', 'value': '1675'}","{'key': 'employees', 'value': '18808'}","{'key': 'rankchange1000', 'value': '36'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Penn National Gaming'}"
"{'key': 'rank', 'value': '729'}","{'key': 'revenues', 'value': '3031'}","{'key': 'revchange', 'value': '1.5'}","{'key': 'profits', 'value': '177'}","{'key': 'prftchange', 'value': '-24.3'}","{'key': 'assets', 'value': '12038'}","{'key': 'mktval', 'value': '5817'}","{'key': 'employees', 'value': '19412'}","{'key': 'rankchange1000', 'value': '5'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Service Corp. International'}"
"{'key': 'rank', 'value': '730'}","{'key': 'revenues', 'value': '3021'}","{'key': 'revchange', 'value': '-1.5'}","{'key': 'profits', 'value': '34.5'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '1995'}","{'key': 'mktval', 'value': '2690'}","{'key': 'employees', 'value': '60510'}","{'key': 'rankchange1000', 'value': '-16'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Brink's""}"
"{'key': 'rank', 'value': '731'}","{'key': 'revenues', 'value': '2992'}","{'key': 'revchange', 'value': '0.6'}","{'key': 'profits', 'value': '295.8'}","{'key': 'prftchange', 'value': '-2.9'}","{'key': 'assets', 'value': '2696'}","{'key': 'mktval', 'value': '7057'}","{'key': 'employees', 'value': '17543'}","{'key': 'rankchange1000', 'value': '9'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Old Dominion Freight Line'}"
"{'key': 'rank', 'value': '732'}","{'key': 'revenues', 'value': '2985'}","{'key': 'revchange', 'value': '2.8'}","{'key': 'profits', 'value': '17.4'}","{'key': 'prftchange', 'value': '-66.5'}","{'key': 'assets', 'value': '2219'}","{'key': 'mktval', 'value': '427'}","{'key': 'employees', 'value': '3580'}","{'key': 'rankchange1000', 'value': '17'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Triple-S Management'}"
"{'key': 'rank', 'value': '733'}","{'key': 'revenues', 'value': '2985'}","{'key': 'revchange', 'value': '6.1'}","{'key': 'profits', 'value': '704.4'}","{'key': 'prftchange', 'value': '92.4'}","{'key': 'assets', 'value': '4962'}","{'key': 'mktval', 'value': '14900'}","{'key': 'employees', 'value': '5580'}","{'key': 'rankchange1000', 'value': '36'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'KLA-Tencor'}"
"{'key': 'rank', 'value': '734'}","{'key': 'revenues', 'value': '2964'}","{'key': 'revchange', 'value': '18.8'}","{'key': 'profits', 'value': '569.5'}","{'key': 'prftchange', 'value': '15.1'}","{'key': 'assets', 'value': '4510'}","{'key': 'mktval', 'value': '19866'}","{'key': 'employees', 'value': '11100'}","{'key': 'rankchange1000', 'value': '111'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Edwards Lifesciences'}"
"{'key': 'rank', 'value': '735'}","{'key': 'revenues', 'value': '2963'}","{'key': 'revchange', 'value': '-9.6'}","{'key': 'profits', 'value': '-105.2'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '1603'}","{'key': 'mktval', 'value': '472'}","{'key': 'employees', 'value': '21504'}","{'key': 'rankchange1000', 'value': '-60'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Rent-A-Center'}"
"{'key': 'rank', 'value': '736'}","{'key': 'revenues', 'value': '2960'}","{'key': 'revchange', 'value': '4.4'}","{'key': 'profits', 'value': '477'}","{'key': 'prftchange', 'value': '-8.4'}","{'key': 'assets', 'value': '72978'}","{'key': 'mktval', 'value': '12092'}","{'key': 'employees', 'value': '7904'}","{'key': 'rankchange1000', 'value': '29'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Comerica'}"
"{'key': 'rank', 'value': '737'}","{'key': 'revenues', 'value': '2952'}","{'key': 'revchange', 'value': '7.7'}","{'key': 'profits', 'value': '756.8'}","{'key': 'prftchange', 'value': '12.1'}","{'key': 'assets', 'value': '6441'}","{'key': 'mktval', 'value': '21160'}","{'key': 'employees', 'value': '13500'}","{'key': 'rankchange1000', 'value': '46'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Paychex'}"
"{'key': 'rank', 'value': '738'}","{'key': 'revenues', 'value': '2951'}","{'key': 'revchange', 'value': '-17.5'}","{'key': 'profits', 'value': '-358'}","{'key': 'prftchange', 'value': '-165.5'}","{'key': 'assets', 'value': '6867'}","{'key': 'mktval', 'value': '2820'}","{'key': 'employees', 'value': '5400'}","{'key': 'rankchange1000', 'value': '-105'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'First Solar'}"
"{'key': 'rank', 'value': '739'}","{'key': 'revenues', 'value': '2941'}","{'key': 'revchange', 'value': '13'}","{'key': 'profits', 'value': '66'}","{'key': 'prftchange', 'value': '67.5'}","{'key': 'assets', 'value': '907'}","{'key': 'mktval', 'value': '1862'}","{'key': 'employees', 'value': '2600'}","{'key': 'rankchange1000', 'value': '77'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Insperity'}"
"{'key': 'rank', 'value': '740'}","{'key': 'revenues', 'value': '2937'}","{'key': 'revchange', 'value': '-2.6'}","{'key': 'profits', 'value': '315.3'}","{'key': 'prftchange', 'value': '97.3'}","{'key': 'assets', 'value': '2809'}","{'key': 'mktval', 'value': '5589'}","{'key': 'employees', 'value': '5100'}","{'key': 'rankchange1000', 'value': '-16'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Scotts Miracle-Gro'}"
"{'key': 'rank', 'value': '741'}","{'key': 'revenues', 'value': '2933'}","{'key': 'revchange', 'value': '7.4'}","{'key': 'profits', 'value': '311.1'}","{'key': 'prftchange', 'value': '8.9'}","{'key': 'assets', 'value': '3370'}","{'key': 'mktval', 'value': '6505'}","{'key': 'employees', 'value': '10875'}","{'key': 'rankchange1000', 'value': '44'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'B/E Aerospace'}"
"{'key': 'rank', 'value': '742'}","{'key': 'revenues', 'value': '2931'}","{'key': 'revchange', 'value': '-11.4'}","{'key': 'profits', 'value': '304.9'}","{'key': 'prftchange', 'value': '-23.5'}","{'key': 'assets', 'value': '6581'}","{'key': 'mktval', 'value': '7480'}","{'key': 'employees', 'value': '20000'}","{'key': 'rankchange1000', 'value': '-68'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Westinghouse Air Brake Technologies'}"
"{'key': 'rank', 'value': '743'}","{'key': 'revenues', 'value': '2925'}","{'key': 'revchange', 'value': '-1.6'}","{'key': 'profits', 'value': '248.4'}","{'key': 'prftchange', 'value': '16.7'}","{'key': 'assets', 'value': '2619'}","{'key': 'mktval', 'value': '2347'}","{'key': 'employees', 'value': '10540'}","{'key': 'rankchange1000', 'value': '-4'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cooper Tire &amp; Rubber'}"
"{'key': 'rank', 'value': '744'}","{'key': 'revenues', 'value': '2919'}","{'key': 'revchange', 'value': '2.3'}","{'key': 'profits', 'value': '255.1'}","{'key': 'prftchange', 'value': '17.6'}","{'key': 'assets', 'value': '4307'}","{'key': 'mktval', 'value': '5358'}","{'key': 'employees', 'value': '17751'}","{'key': 'rankchange1000', 'value': '18'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cinemark Holdings'}"
"{'key': 'rank', 'value': '745'}","{'key': 'revenues', 'value': '2918'}","{'key': 'revchange', 'value': '2.2'}","{'key': 'profits', 'value': '335'}","{'key': 'prftchange', 'value': '-34.7'}","{'key': 'assets', 'value': '3803'}","{'key': 'mktval', 'value': '6675'}","{'key': 'employees', 'value': '10300'}","{'key': 'rankchange1000', 'value': '15'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Keysight Technologies'}"
"{'key': 'rank', 'value': '746'}","{'key': 'revenues', 'value': '2914'}","{'key': 'revchange', 'value': '-1.3'}","{'key': 'profits', 'value': '143'}","{'key': 'prftchange', 'value': '-15.4'}","{'key': 'assets', 'value': '2372'}","{'key': 'mktval', 'value': '2000'}","{'key': 'employees', 'value': '130000'}","{'key': 'rankchange1000', 'value': '-2'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Convergys'}"
"{'key': 'rank', 'value': '747'}","{'key': 'revenues', 'value': '2912'}","{'key': 'revchange', 'value': '2.5'}","{'key': 'profits', 'value': '189.3'}","{'key': 'prftchange', 'value': '15.5'}","{'key': 'assets', 'value': '1498'}","{'key': 'mktval', 'value': '3829'}","{'key': 'employees', 'value': '73000'}","{'key': 'rankchange1000', 'value': '16'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cracker Barrel Old Country Store'}"
"{'key': 'rank', 'value': '748'}","{'key': 'revenues', 'value': '2905'}","{'key': 'revchange', 'value': '3.7'}","{'key': 'profits', 'value': '88.7'}","{'key': 'prftchange', 'value': '-0.4'}","{'key': 'assets', 'value': '1097'}","{'key': 'mktval', 'value': '2804'}","{'key': 'employees', 'value': '7835'}","{'key': 'rankchange1000', 'value': '23'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'PriceSmart'}"
"{'key': 'rank', 'value': '749'}","{'key': 'revenues', 'value': '2897'}","{'key': 'revchange', 'value': '7.5'}","{'key': 'profits', 'value': '307.5'}","{'key': 'prftchange', 'value': '7.1'}","{'key': 'assets', 'value': '2880'}","{'key': 'mktval', 'value': '8037'}","{'key': 'employees', 'value': '8000'}","{'key': 'rankchange1000', 'value': '43'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Broadridge Financial Solutions'}"
"{'key': 'rank', 'value': '750'}","{'key': 'revenues', 'value': '2883'}","{'key': 'revchange', 'value': '4.5'}","{'key': 'profits', 'value': '-353.7'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '7087'}","{'key': 'mktval', 'value': '2084'}","{'key': 'employees', 'value': '8400'}","{'key': 'rankchange1000', 'value': '29'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Scientific Games'}"
"{'key': 'rank', 'value': '751'}","{'key': 'revenues', 'value': '2868'}","{'key': 'revchange', 'value': '-5.1'}","{'key': 'profits', 'value': '97.4'}","{'key': 'prftchange', 'value': '3'}","{'key': 'assets', 'value': '1449'}","{'key': 'mktval', 'value': '1088'}","{'key': 'employees', 'value': '17313'}","{'key': 'rankchange1000', 'value': '-30'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Genesco'}"
"{'key': 'rank', 'value': '752'}","{'key': 'revenues', 'value': '2864'}","{'key': 'revchange', 'value': '-1.6'}","{'key': 'profits', 'value': '231.2'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '2065'}","{'key': 'mktval', 'value': '5826'}","{'key': 'employees', 'value': '6462'}","{'key': 'rankchange1000', 'value': '-5'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'MSC Industrial Direct'}"
"{'key': 'rank', 'value': '753'}","{'key': 'revenues', 'value': '2860'}","{'key': 'revchange', 'value': '-9.7'}","{'key': 'profits', 'value': '18.7'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '1559'}","{'key': 'mktval', 'value': '468'}","{'key': 'employees', 'value': '3325'}","{'key': 'rankchange1000', 'value': '-62'}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ryerson Holding'}"
"{'key': 'rank', 'value': '754'}","{'key': 'revenues', 'value': '2853'}","{'key': 'revchange', 'value': '55.9'}","{'key': 'profits', 'value': '6.1'}","{'key': 'prftchange', 'value': '-94.5'}","{'key': 'assets', 'value': '6025'}","{'key': 'mktval', 'value': '3829'}","{'key': 'employees', 'value': '33650'}","{'key': 'rankchange1000', 'value': ''}","{'key': 'rankchange', 'value': ''}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Acadia Healthcare'}"
