0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"{'key': 'rank', 'value': '466'}","{'key': 'revenues', 'value': '6325.8'}","{'key': 'revchange', 'value': '2.6'}","{'key': 'profits', 'value': '-201.9'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '12269.5'}","{'key': 'mktval', 'value': '97.4'}","{'key': 'rankchange1000', 'value': '-14'}","{'key': 'employees', 'value': '18300'}","{'key': 'rankchange', 'value': '-14'}","{'key': 'name', 'value': 'iHeartMedia'}","{'key': 'sector', 'value': 'Media'}","{'key': 'industry', 'value': 'Entertainment'}","{'key': 'hqcity', 'value': 'San Antonio'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'iHeartMedia'}"
"{'key': 'rank', 'value': '465'}","{'key': 'revenues', 'value': '6405.0'}","{'key': 'revchange', 'value': '-1.7'}","{'key': 'profits', 'value': '-88.0'}","{'key': 'prftchange', 'value': '-137.9'}","{'key': 'assets', 'value': '7761.0'}","{'key': 'mktval', 'value': '3245.9'}","{'key': 'rankchange1000', 'value': '-33'}","{'key': 'employees', 'value': '34000'}","{'key': 'rankchange', 'value': '-33'}","{'key': 'name', 'value': 'NCR'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Computers, Office Equipment'}","{'key': 'hqcity', 'value': 'Atlanta'}","{'key': 'hqstate', 'value': 'GA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'NCR'}"
"{'key': 'rank', 'value': '464'}","{'key': 'revenues', 'value': '6418.3'}","{'key': 'revchange', 'value': '46.6'}","{'key': 'profits', 'value': '98.6'}","{'key': 'prftchange', 'value': '-2.2'}","{'key': 'assets', 'value': '6508.7'}","{'key': 'mktval', 'value': '2201.0'}","{'key': 'rankchange1000', 'value': '105'}","{'key': 'employees', 'value': '8356'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Beacon Roofing Supply'}","{'key': 'sector', 'value': 'Wholesalers'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqcity', 'value': 'Herndon'}","{'key': 'hqstate', 'value': 'VA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'yes'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Beacon Roofing Supply'}"
"{'key': 'rank', 'value': '463'}","{'key': 'revenues', 'value': '6442.2'}","{'key': 'revchange', 'value': '18.1'}","{'key': 'profits', 'value': '97.8'}","{'key': 'prftchange', 'value': '2473.7'}","{'key': 'assets', 'value': '3627.5'}","{'key': 'mktval', 'value': '2407.8'}","{'key': 'rankchange1000', 'value': '35'}","{'key': 'employees', 'value': '140000'}","{'key': 'rankchange', 'value': '35'}","{'key': 'name', 'value': 'ABM Industries'}","{'key': 'sector', 'value': 'Business Services'}","{'key': 'industry', 'value': 'Diversified Outsourcing Services'}","{'key': 'hqcity', 'value': 'New York'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'ABM Industries'}"
"{'key': 'rank', 'value': '462'}","{'key': 'revenues', 'value': '6454.7'}","{'key': 'revchange', 'value': '7.2'}","{'key': 'profits', 'value': '1918.1'}","{'key': 'prftchange', 'value': '36.2'}","{'key': 'assets', 'value': '120097.4'}","{'key': 'mktval', 'value': '21741.2'}","{'key': 'rankchange1000', 'value': '5'}","{'key': 'employees', 'value': '16840'}","{'key': 'rankchange', 'value': '5'}","{'key': 'name', 'value': 'M&amp;T Bank Corp.'}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqcity', 'value': 'Buffalo'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'M&amp;T Bank Corp.'}"
"{'key': 'rank', 'value': '461'}","{'key': 'revenues', 'value': '6466.0'}","{'key': 'revchange', 'value': '19.6'}","{'key': 'profits', 'value': '-282.0'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '21433.0'}","{'key': 'mktval', 'value': '18251.8'}","{'key': 'rankchange1000', 'value': '40'}","{'key': 'employees', 'value': '1708'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Hess'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqcity', 'value': 'New York'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'yes'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Hess'}"
"{'key': 'rank', 'value': '460'}","{'key': 'revenues', 'value': '6475.0'}","{'key': 'revchange', 'value': '21.5'}","{'key': 'profits', 'value': '337.0'}","{'key': 'prftchange', 'value': '683.7'}","{'key': 'assets', 'value': '4556.0'}","{'key': 'mktval', 'value': '27601.5'}","{'key': 'rankchange1000', 'value': '46'}","{'key': 'employees', 'value': '10100'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Advanced Micro Devices'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqcity', 'value': 'Santa Clara'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'yes'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'yes'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Advanced Micro Devices'}"
"{'key': 'rank', 'value': '459'}","{'key': 'revenues', 'value': '6487.4'}","{'key': 'revchange', 'value': '19.5'}","{'key': 'profits', 'value': '842.6'}","{'key': 'prftchange', 'value': '75.3'}","{'key': 'assets', 'value': '6958.2'}","{'key': 'mktval', 'value': '21207.8'}","{'key': 'rankchange1000', 'value': '41'}","{'key': 'employees', 'value': '41000'}","{'key': 'rankchange', 'value': '41'}","{'key': 'name', 'value': 'Cintas'}","{'key': 'sector', 'value': 'Business Services'}","{'key': 'industry', 'value': 'Diversified Outsourcing Services'}","{'key': 'hqcity', 'value': 'Cincinnati'}","{'key': 'hqstate', 'value': 'OH'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cintas'}"
"{'key': 'rank', 'value': '458'}","{'key': 'revenues', 'value': '6503.3'}","{'key': 'revchange', 'value': '1.3'}","{'key': 'profits', 'value': '170.3'}","{'key': 'prftchange', 'value': '-23.1'}","{'key': 'assets', 'value': '3431.4'}","{'key': 'mktval', 'value': '1897.6'}","{'key': 'rankchange1000', 'value': '-19'}","{'key': 'employees', 'value': '31005'}","{'key': 'rankchange', 'value': '-19'}","{'key': 'name', 'value': 'Dillard&#8217;s'}","{'key': 'sector', 'value': 'Retailing'}","{'key': 'industry', 'value': 'General Merchandisers'}","{'key': 'hqcity', 'value': 'Little Rock'}","{'key': 'hqstate', 'value': 'AR'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""Dillard's""}"
"{'key': 'rank', 'value': '457'}","{'key': 'revenues', 'value': '6578.3'}","{'key': 'revchange', 'value': '-1.1'}","{'key': 'profits', 'value': '-39.7'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '3570.5'}","{'key': 'mktval', 'value': '213.4'}","{'key': 'rankchange1000', 'value': '-34'}","{'key': 'employees', 'value': '39500'}","{'key': 'rankchange', 'value': '-34'}","{'key': 'name', 'value': 'Ascena Retail Group'}","{'key': 'sector', 'value': 'Retailing'}","{'key': 'industry', 'value': 'Specialty Retailers: Apparel'}","{'key': 'hqcity', 'value': 'Mahwah'}","{'key': 'hqstate', 'value': 'NJ'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ascena Retail Group'}"
"{'key': 'rank', 'value': '456'}","{'key': 'revenues', 'value': '6582.0'}","{'key': 'revchange', 'value': '27.7'}","{'key': 'profits', 'value': '1096.0'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '21321.0'}","{'key': 'mktval', 'value': '13677.2'}","{'key': 'rankchange1000', 'value': '62'}","{'key': 'employees', 'value': '2400'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Marathon Oil'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Mining, Crude-Oil Production'}","{'key': 'hqcity', 'value': 'Houston'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'yes'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Marathon Oil'}"
"{'key': 'rank', 'value': '455'}","{'key': 'revenues', 'value': '6583.0'}","{'key': 'revchange', 'value': '13.3'}","{'key': 'profits', 'value': '-17.0'}","{'key': 'prftchange', 'value': '-106.9'}","{'key': 'assets', 'value': '5307.0'}","{'key': 'mktval', 'value': '5001.5'}","{'key': 'rankchange1000', 'value': '26'}","{'key': 'employees', 'value': '12600'}","{'key': 'rankchange', 'value': '26'}","{'key': 'name', 'value': 'Seaboard'}","{'key': 'sector', 'value': 'Food, Beverages & Tobacco'}","{'key': 'industry', 'value': 'Food Production'}","{'key': 'hqcity', 'value': 'Merriam'}","{'key': 'hqstate', 'value': 'KS'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Seaboard'}"
"{'key': 'rank', 'value': '454'}","{'key': 'revenues', 'value': '6638.0'}","{'key': 'revchange', 'value': '7.4'}","{'key': 'profits', 'value': '995.0'}","{'key': 'prftchange', 'value': '33.4'}","{'key': 'assets', 'value': '7362.0'}","{'key': 'mktval', 'value': '6179.1'}","{'key': 'rankchange1000', 'value': '-3'}","{'key': 'employees', 'value': '7000'}","{'key': 'rankchange', 'value': '-3'}","{'key': 'name', 'value': 'Chemours'}","{'key': 'sector', 'value': 'Chemicals'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqcity', 'value': 'Wilmington'}","{'key': 'hqstate', 'value': 'DE'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Chemours'}"
"{'key': 'rank', 'value': '453'}","{'key': 'revenues', 'value': '6658.9'}","{'key': 'revchange', 'value': '16.5'}","{'key': 'profits', 'value': '1556.4'}","{'key': 'prftchange', 'value': '29.8'}","{'key': 'assets', 'value': '132212.5'}","{'key': 'mktval', 'value': '19754.4'}","{'key': 'rankchange1000', 'value': '33'}","{'key': 'employees', 'value': '18800'}","{'key': 'rankchange', 'value': '33'}","{'key': 'name', 'value': 'Northern Trust'}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Commercial Banks'}","{'key': 'hqcity', 'value': 'Chicago'}","{'key': 'hqstate', 'value': 'IL'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Northern Trust'}"
"{'key': 'rank', 'value': '452'}","{'key': 'revenues', 'value': '6666.0'}","{'key': 'revchange', 'value': '5.6'}","{'key': 'profits', 'value': '535.5'}","{'key': 'prftchange', 'value': '-35.1'}","{'key': 'assets', 'value': '6262.0'}","{'key': 'mktval', 'value': '20975.2'}","{'key': 'rankchange1000', 'value': '-7'}","{'key': 'employees', 'value': '23000'}","{'key': 'rankchange', 'value': '-7'}","{'key': 'name', 'value': 'Rockwell Automation'}","{'key': 'sector', 'value': 'Industrials'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqcity', 'value': 'Milwaukee'}","{'key': 'hqstate', 'value': 'WI'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Rockwell Automation'}"
