0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"{'key': 'rank', 'value': '486'}","{'key': 'revenues', 'value': '5841.0'}","{'key': 'revchange', 'value': '0.2'}","{'key': 'profits', 'value': '443.0'}","{'key': 'prftchange', 'value': '-14.6'}","{'key': 'assets', 'value': '5728.0'}","{'key': 'mktval', 'value': '6312.7'}","{'key': 'rankchange1000', 'value': '-8'}","{'key': 'employees', 'value': '11000'}","{'key': 'rankchange', 'value': '-8'}","{'key': 'name', 'value': 'Ingredion'}","{'key': 'sector', 'value': 'Food, Beverages & Tobacco'}","{'key': 'industry', 'value': 'Food Production'}","{'key': 'hqcity', 'value': 'Westchester'}","{'key': 'hqstate', 'value': 'IL'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ingredion'}"
"{'key': 'rank', 'value': '485'}","{'key': 'revenues', 'value': '5878.3'}","{'key': 'revchange', 'value': '6.0'}","{'key': 'profits', 'value': '627.4'}","{'key': 'prftchange', 'value': '-22.6'}","{'key': 'assets', 'value': '7587.6'}","{'key': 'mktval', 'value': '8474.8'}","{'key': 'rankchange1000', 'value': '7'}","{'key': 'employees', 'value': '35700'}","{'key': 'rankchange', 'value': '7'}","{'key': 'name', 'value': 'ON Semiconductor'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqcity', 'value': 'Phoenix'}","{'key': 'hqstate', 'value': 'AZ'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'yes'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'ON Semiconductor'}"
"{'key': 'rank', 'value': '484'}","{'key': 'revenues', 'value': '5880.0'}","{'key': 'revchange', 'value': '31.0'}","{'key': 'profits', 'value': '397.5'}","{'key': 'prftchange', 'value': '-32.7'}","{'key': 'assets', 'value': '6678.3'}","{'key': 'mktval', 'value': '9421.4'}","{'key': 'rankchange1000', 'value': '71'}","{'key': 'employees', 'value': '16900'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Tapestry'}","{'key': 'sector', 'value': 'Apparel'}","{'key': 'industry', 'value': 'Apparel'}","{'key': 'hqcity', 'value': 'New York'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'yes'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Tapestry'}"
"{'key': 'rank', 'value': '483'}","{'key': 'revenues', 'value': '5911.0'}","{'key': 'revchange', 'value': '7.1'}","{'key': 'profits', 'value': '76.0'}","{'key': 'prftchange', 'value': '-85.1'}","{'key': 'assets', 'value': '9865.0'}","{'key': 'mktval', 'value': '17125.2'}","{'key': 'rankchange1000', 'value': '12'}","{'key': 'employees', 'value': '10300'}","{'key': 'rankchange', 'value': '12'}","{'key': 'name', 'value': 'NetApp'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Computers, Office Equipment'}","{'key': 'hqcity', 'value': 'Sunnyvale'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'NetApp'}"
"{'key': 'rank', 'value': '482'}","{'key': 'revenues', 'value': '5964.0'}","{'key': 'revchange', 'value': '15.2'}","{'key': 'profits', 'value': '1211.0'}","{'key': 'prftchange', 'value': '24.7'}","{'key': 'assets', 'value': '5178.0'}","{'key': 'mktval', 'value': '67724.3'}","{'key': 'rankchange1000', 'value': '34'}","{'key': 'employees', 'value': '8900'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Intuit'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Computer Software'}","{'key': 'hqcity', 'value': 'Mountain View'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'yes'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'yes'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Intuit'}"
"{'key': 'rank', 'value': '481'}","{'key': 'revenues', 'value': '6021.8'}","{'key': 'revchange', 'value': '-3.9'}","{'key': 'profits', 'value': '370.5'}","{'key': 'prftchange', 'value': '-33.9'}","{'key': 'assets', 'value': '19327.1'}","{'key': 'mktval', 'value': '6334.1'}","{'key': 'rankchange1000', 'value': '-31'}","{'key': 'employees', 'value': '9000'}","{'key': 'rankchange', 'value': '-31'}","{'key': 'name', 'value': 'Old Republic International'}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqcity', 'value': 'Chicago'}","{'key': 'hqstate', 'value': 'IL'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Old Republic International'}"
"{'key': 'rank', 'value': '480'}","{'key': 'revenues', 'value': '6023.0'}","{'key': 'revchange', 'value': '36.8'}","{'key': 'profits', 'value': '221.1'}","{'key': 'prftchange', 'value': '-26.3'}","{'key': 'assets', 'value': '7059.2'}","{'key': 'mktval', 'value': '3733.3'}","{'key': 'rankchange1000', 'value': '85'}","{'key': 'employees', 'value': '18000'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Graphic Packaging Holding'}","{'key': 'sector', 'value': 'Materials'}","{'key': 'industry', 'value': 'Packaging, Containers'}","{'key': 'hqcity', 'value': 'Atlanta'}","{'key': 'hqstate', 'value': 'GA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'yes'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Graphic Packaging Holding'}"
"{'key': 'rank', 'value': '479'}","{'key': 'revenues', 'value': '6047.0'}","{'key': 'revchange', 'value': '-7.5'}","{'key': 'profits', 'value': '394.0'}","{'key': 'prftchange', 'value': '-59.4'}","{'key': 'assets', 'value': '4233.0'}","{'key': 'mktval', 'value': '7402.1'}","{'key': 'rankchange1000', 'value': '-49'}","{'key': 'employees', 'value': '11500'}","{'key': 'rankchange', 'value': '-49'}","{'key': 'name', 'value': 'HD Supply Holdings'}","{'key': 'sector', 'value': 'Wholesalers'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqcity', 'value': 'Atlanta'}","{'key': 'hqstate', 'value': 'GA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'HD Supply Holdings'}"
"{'key': 'rank', 'value': '478'}","{'key': 'revenues', 'value': '6079.0'}","{'key': 'revchange', 'value': '-0.6'}","{'key': 'profits', 'value': '137.0'}","{'key': 'prftchange', 'value': '-68.2'}","{'key': 'assets', 'value': '7290.0'}","{'key': 'mktval', 'value': '1301.9'}","{'key': 'rankchange1000', 'value': '-20'}","{'key': 'employees', 'value': '11400'}","{'key': 'rankchange', 'value': '-20'}","{'key': 'name', 'value': 'Realogy Holdings'}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Real estate'}","{'key': 'hqcity', 'value': 'Madison'}","{'key': 'hqstate', 'value': 'NJ'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Realogy Holdings'}"
"{'key': 'rank', 'value': '477'}","{'key': 'revenues', 'value': '6124.0'}","{'key': 'revchange', 'value': '2.5'}","{'key': 'profits', 'value': '823.0'}","{'key': 'prftchange', 'value': '17.4'}","{'key': 'assets', 'value': '5060.0'}","{'key': 'mktval', 'value': '20565.2'}","{'key': 'rankchange1000', 'value': '-9'}","{'key': 'employees', 'value': '8700'}","{'key': 'rankchange', 'value': '-9'}","{'key': 'name', 'value': 'Clorox'}","{'key': 'sector', 'value': 'Household Products'}","{'key': 'industry', 'value': 'Household and Personal Products'}","{'key': 'hqcity', 'value': 'Oakland'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Clorox'}"
"{'key': 'rank', 'value': '476'}","{'key': 'revenues', 'value': '6166.0'}","{'key': 'revchange', 'value': '12.0'}","{'key': 'profits', 'value': '335.3'}","{'key': 'prftchange', 'value': '94.4'}","{'key': 'assets', 'value': '4124.9'}","{'key': 'mktval', 'value': '5152.9'}","{'key': 'rankchange1000', 'value': '20'}","{'key': 'employees', 'value': '12000'}","{'key': 'rankchange', 'value': '20'}","{'key': 'name', 'value': 'Polaris Industries'}","{'key': 'sector', 'value': 'Transportation'}","{'key': 'industry', 'value': 'Transportation Equipment'}","{'key': 'hqcity', 'value': 'Medina'}","{'key': 'hqstate', 'value': 'MN'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Polaris Industries'}"
"{'key': 'rank', 'value': '475'}","{'key': 'revenues', 'value': '6171.9'}","{'key': 'revchange', 'value': '6.3'}","{'key': 'profits', 'value': '305.1'}","{'key': 'prftchange', 'value': '20.8'}","{'key': 'assets', 'value': '3603.4'}","{'key': 'mktval', 'value': '8144.4'}","{'key': 'rankchange1000', 'value': '7'}","{'key': 'employees', 'value': '24600'}","{'key': 'rankchange', 'value': '7'}","{'key': 'name', 'value': 'Booz Allen Hamilton'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Information Technology Services'}","{'key': 'hqcity', 'value': 'McLean'}","{'key': 'hqstate', 'value': 'VA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Booz Allen Hamilton'}"
"{'key': 'rank', 'value': '474'}","{'key': 'revenues', 'value': '6182.0'}","{'key': 'revchange', 'value': '-10.9'}","{'key': 'profits', 'value': '718.0'}","{'key': 'prftchange', 'value': '29.8'}","{'key': 'assets', 'value': '9839.0'}","{'key': 'mktval', 'value': '18839.5'}","{'key': 'rankchange1000', 'value': '-67'}","{'key': 'employees', 'value': '17500'}","{'key': 'rankchange', 'value': '-67'}","{'key': 'name', 'value': 'L3Harris Technologies'}","{'key': 'sector', 'value': 'Aerospace & Defense'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqcity', 'value': 'Melbourne'}","{'key': 'hqstate', 'value': 'FL'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'L3Harris Technologies'}"
"{'key': 'rank', 'value': '473'}","{'key': 'revenues', 'value': '6182.3'}","{'key': 'revchange', 'value': '-7.1'}","{'key': 'profits', 'value': '162.8'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '6143.3'}","{'key': 'mktval', 'value': '10195.7'}","{'key': 'rankchange1000', 'value': '-52'}","{'key': 'employees', 'value': '18150'}","{'key': 'rankchange', 'value': '-52'}","{'key': 'name', 'value': 'Ralph Lauren'}","{'key': 'sector', 'value': 'Apparel'}","{'key': 'industry', 'value': 'Apparel'}","{'key': 'hqcity', 'value': 'New York'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ralph Lauren'}"
"{'key': 'rank', 'value': '472'}","{'key': 'revenues', 'value': '6200.9'}","{'key': 'revchange', 'value': '21.4'}","{'key': 'profits', 'value': '1495.4'}","{'key': 'prftchange', 'value': '105.6'}","{'key': 'assets', 'value': '20449.8'}","{'key': 'mktval', 'value': '38772.4'}","{'key': 'rankchange1000', 'value': '48'}","{'key': 'employees', 'value': '15800'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Analog Devices'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqcity', 'value': 'Norwood'}","{'key': 'hqstate', 'value': 'MA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'yes'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Analog Devices'}"
"{'key': 'rank', 'value': '471'}","{'key': 'revenues', 'value': '6257.2'}","{'key': 'revchange', 'value': '19.7'}","{'key': 'profits', 'value': '467.3'}","{'key': 'prftchange', 'value': '867.5'}","{'key': 'assets', 'value': '13057.5'}","{'key': 'mktval', 'value': '7274.6'}","{'key': 'rankchange1000', 'value': '41'}","{'key': 'employees', 'value': '11550'}","{'key': 'rankchange', 'value': ''}","{'key': 'name', 'value': 'Post Holdings'}","{'key': 'sector', 'value': 'Food, Beverages & Tobacco'}","{'key': 'industry', 'value': 'Food Consumer Products'}","{'key': 'hqcity', 'value': 'St. Louis'}","{'key': 'hqstate', 'value': 'MO'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'yes'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Post Holdings'}"
"{'key': 'rank', 'value': '470'}","{'key': 'revenues', 'value': '6258.0'}","{'key': 'revchange', 'value': '3.2'}","{'key': 'profits', 'value': '1958.0'}","{'key': 'prftchange', 'value': '30.9'}","{'key': 'assets', 'value': '9458.0'}","{'key': 'mktval', 'value': '51812.4'}","{'key': 'rankchange1000', 'value': '-7'}","{'key': 'employees', 'value': '21200'}","{'key': 'rankchange', 'value': '-7'}","{'key': 'name', 'value': 'S&amp;P Global'}","{'key': 'sector', 'value': 'Business Services'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqcity', 'value': 'New York'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'S&amp;P Global'}"
"{'key': 'rank', 'value': '469'}","{'key': 'revenues', 'value': '6276.0'}","{'key': 'revchange', 'value': '7.6'}","{'key': 'profits', 'value': '1988.0'}","{'key': 'prftchange', 'value': '-20.9'}","{'key': 'assets', 'value': '92791.0'}","{'key': 'mktval', 'value': '43074.1'}","{'key': 'rankchange1000', 'value': '8'}","{'key': 'employees', 'value': '5161'}","{'key': 'rankchange', 'value': '8'}","{'key': 'name', 'value': 'Intercontinental Exchange'}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Securities'}","{'key': 'hqcity', 'value': 'Atlanta'}","{'key': 'hqstate', 'value': 'GA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Intercontinental Exchange'}"
"{'key': 'rank', 'value': '468'}","{'key': 'revenues', 'value': '6291.0'}","{'key': 'revchange', 'value': '1.8'}","{'key': 'profits', 'value': '815.0'}","{'key': 'prftchange', 'value': '55.8'}","{'key': 'assets', 'value': '27215.0'}","{'key': 'mktval', 'value': '18050.6'}","{'key': 'rankchange1000', 'value': '-15'}","{'key': 'employees', 'value': '8838'}","{'key': 'rankchange', 'value': '-15'}","{'key': 'name', 'value': 'Ameren'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqcity', 'value': 'St. Louis'}","{'key': 'hqstate', 'value': 'MO'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ameren'}"
"{'key': 'rank', 'value': '467'}","{'key': 'revenues', 'value': '6319.1'}","{'key': 'revchange', 'value': '-1.1'}","{'key': 'profits', 'value': '764.4'}","{'key': 'prftchange', 'value': '-54.9'}","{'key': 'assets', 'value': '14383.5'}","{'key': 'mktval', 'value': '16885.2'}","{'key': 'rankchange1000', 'value': '-26'}","{'key': 'employees', 'value': '9691'}","{'key': 'rankchange', 'value': '-26'}","{'key': 'name', 'value': 'Franklin Resources'}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Securities'}","{'key': 'hqcity', 'value': 'San Mateo'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Franklin Resources'}"
